nom,description,logo,Date dernier financement,Série,Montant,LinkedIn,Contact,Date de création_x,Marché,Type d'organisme,SIREN,Activité principale,Tranche effectifs,market,employees,date de création,valeur_entreprise,financement,dernier_financement,mots_cles_def,site_web_def,adresse_def
VIZITAR,"A SaaS Builder for generating On-Site and Virtual Tourss that bets in Augmented Reality, Virtual Reality and Gamified experiences to improve the visitor and brand's experiences of Museums, Cities, Brands and Industry. VizitAR- powered by X-Plora- is a proven , scalable and award winning solution. Tourism: https://www.youtube.com/watch?v=vFjugd_nADc Industry and Retail : 3D showroom example https://eurospuma.virtual.vizitar.com/or Virtual Factory example https://critical.virtual.vizitar.com/ Sports: Benfica Football Club case https://www.youtube.com/watch?v=2gA_4gC5SlY More about us here: www.vizitar.com For more information contact: mafaldaricca@goxplora.com",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/4abc9470-eca8-4c5c-a131-9ac8a332f7c71,,,,,,,,,,,,,,,,,,,['https://www.vizitar.com/'],PORTO
VOCADS,"Vocads reinvents surveys by using voice to obtain richer data than traditional written surveys. Closed-ended questionnaires and final comments, often left unanswered, don't provide enough data for an in-depth understanding of the customer. Qualitative surveys, meanwhile, are a high cost for companies. That's why Vocads has developed an innovative concept: conversational voice surveys with generative AI. This more interactive experience makes it possible to collect three times as many detailed responses, instantly analyze customer satisfaction and use these insights and recommendations in your CRM for more proactive customer relationship management. Vocads is already used by major groups such as Transdev, SNCF, Hermès, La Poste, Alstom...",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/a1c61783-34e8-4d8c-bef7-0c4f3c6bce4b1,,,,,,,,,,,,,,,,,,,['https://www.vocads.com/'],PARIS
VODAR,"Vodar is a supreme mental coaching app for tennis clubs working with junior athletes. It offers accessible mental coaching, mental toughness and confidence building, elevated performance, and enhanced career development opportunities. The platform combines physical and mental training through a variety of on and off-court drills. With a structured methodology that covers the full spectrum of mental skills including Focus, Confidence, and Resilience, Vodar strives to unlock the full potential of every young player. Comprised of a dedicated team of coaches, psychologists, and entrepreneurs, Vodar ensures that its approach is grounded in a foundation of best practices and neuroscience discoveries, ensuring that every aspect of the platform is backed by the latest scientific insights. The team is committed to nurturing champions on and off the court, with the ultimate goal to become the industry standard for mental coaching in individual sports.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/26e9fb39-f0c4-4f54-a8ce-6dfe53703a221,,,,,,,,,,,,,,,,,,,['https://vodar.app/'],SOFIA
VOILÀ,"Experience Significant Streaming Events with Voilà. Turn your webinars, town halls, and plenary sessions into captivating broadcasts. \n 1. Revolutionize your narration: Introducing our unique feature a Conductor powered by AI. Synchronize interactive activities with your speech. Create a detailed program, integrate multimedia elements like jingles, slides, and videos, and engage your audience with interactive moments.\n 2. Elevate your brand image: Embrace TV-inspired aesthetics for a polished brand presentation. Use our fully customizable video player to improve production quality. From custom credits and jingles to branded graphic elements, maintain full control over your brand image. 3. Master your production: Bring your setup to life with Voilà Studio's video control. Become a streaming video production expert as you animate content, integrate visual elements, and explore endless possibilities in HD quality without latency. Experience the future of streaming with Voilà.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d58930d6-5217-4b23-bc63-bc91c30024901,,,,,,,,,,,,,,,,,,,['https://vivatechnology.com/partners/www.voila.live'],PARIS
VOKSE,"Vokse Data Piloting has been created because legacy data governance and observability solutions fail to deliver business value. They require complex deployment, lack automation and lead to failed employee adoption. With Vokse Data Piloting, business and data teams stop wasting time searching, cataloging and cleaning data. Instead they deliver business value, increase sales, and improve customer experience. Know what data you have: Vokse Data Piloting instantly creates a map of all your data, and keeps it automatically up to date in real-time. With Vokse, you never again waste time searching for your data. Know what your data means: With Vokse Data Piloting you always know what your data means, by whom it is used and in what context. Know if your data can be trusted: Anomalies are flagged pro-actively to the right persons or teams, so data quality and compliance issues are fixed before they impact your business.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/96c39f83-44f3-4474-8e9c-9dbec939db3b1,,,,,,,,,,,,,,,,,,,['https://www.vokse.eu/'],PARIS
VOLOCOPTER GMBH,"Volocopter is the pioneer of urban air mobility (UAM), an emerging branch of fully electric aviation. Our aspiration to make the dream of electric flight come true has resulted in a trio of aircraft. Our air taxis, cargo drones, and longer-range passenger aircraft will offer alternative, affordable transit solutions – emission-free and more sustainably and efficiently than before. For more than 10 years, we have been enhancing our initial prototype to build a sophisticated ecosystem that will complement our air taxis, thus opening up a whole new perspective on and for the city. By offering all-electric flights over megacities across the globe, we will make more room on the streets, thus relieving congestion, pollution, and other big-city hassles. Interconnected key transport hubs will allow us to ferry passengers across major cities more easily and sustainably than before.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/a8d48f20-03dd-42d5-8c5f-2ee6dfdfb5eb1,,,,,,,,,,,,,,,,,,,['https://vivatechnology.com/partners/www.volocopter.com'],None
VOLTRAWARE SEMICONDUCTOR CO. LTD.,"Voltraware's power control IC - VW8000 is a proven solution that enhances energy efficiency, speeds up charging, and improves the overall user experience for wireless charging. Without this IC, discrete circuits are necessary to build for additional equivalent function blocks, which poses the risk of difficulties in mass production and requires up to three times more space on the PCB board. Compared to Magnetic Inductive solutions, our technology offers a longer effective charging distance of approximately 75% to 90% of the coil diameter. Effective charging refers to a transmission with an efficiency of exceeding 95% between coils. The coil design offers greater flexibility and adaptability to different applications, enabling the transmitter and receiver coils to be designed in different sizes while achieving longer charging distances than the commonly seen technologies. It also allows the transmitter to charge multiple devices without requiring precise alignment between the coils .",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/a6fc8c1d-1b19-4058-bf43-40be5d276efb1,,,,,,,,,,,,,,,,,,,['https://www.voltraware.com/'],NEW TAIPEI CITY
VOLUCAP,"Volucap, the leading studio for volumetric video recording worldwide, delivers outstanding quality in volumetric video and 3D capture of human performances. In the volumetric studio of Volucap, individuals and objects can be captured three-dimensionally in motion. The filmed subjects can then be flexibly integrated into various digital environments such as AR, MR, VR, and 360° or 2D video/web applications across a wide range of devices, including smartphones and holographic headsets. Volucap serves a diverse range of clients, from the film industry to gaming and HealthTech. Their portfolio includes work on major film productions such as ""The Matrix Resurrections"", ""1899"", and ""Baghead"", as well as XR experiences with artists like The BossHoss and Paul Kalkbrenner, sports champions such as Matthias Dandois and Josh Mayo, and contemporary witnesses for their digital afterlife representations.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d75682e7-7dc8-408b-96a7-106128474e311,,,,,,,,,,,,,,,,,,,['https://volucap.com/'],POTSDAM
VOOBAN,"Operating in Canada, the world's hub for artificial intelligence, Vooban is a national leader and pioneer in applied artificial intelligence. They guide companies in developing and implementing AI projects to accelerate their digital transformation.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/1ae38c88-faff-4bcc-84b4-0314c98f1afd1,,,,,,,,,,,,,,,,,,,['https://vooban.com/'],QUEBEC
VOXIST,"Imagine if you could transform everyday voice data into powerful insights? Voxist does just that. With cutting-edge Speech AI, we convert your voice data into actionable knowledge. We use advanced speech-to-text, sentiment analysis, and natural language processing to truly understand what your clients, employees, and contacts are saying. Our Voicemail app, loved by over 30,000 users, showcases our capabilities. But we don't stop there. From transcribing videos, powering virtual assistants to analyzing client calls, we help you search, understand, and leverage your content. Voxist — unlocking the power of voice data!",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/53163cae-6056-46a0-9186-787609e0671b1,,,,,,,,,,,,,,,,,,,['https://www.voxist.com/'],SAINT-MANDÉ
VOYAGEL,"Voyagel makes urban travel in Africa simple offering real-time reservations, electronic tickets and advanced management for operators and authorities. Its diversified business model aims to become a leader in urban mobility while promoting sustainable development.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/f7a990e3-0942-4d49-9aaf-087205545ba11,,,,,,,,,,,,,,,,,,,['https://vooyagel.com/'],DAKAR
VOYEY.COM,"Voyey was founded in Guadeloupe to address the unique challenges of cross-border e-commerce, starting with the French overseas departments. Our mission is to simplify international shopping by providing clear, upfront pricing and efficient delivery. Need to buy a product from a foreign site? Just task Voyey to buy it for you. In just 3 clicks, you pay a final price that includes the product, shipping, customs taxes, and even insurance. Then, you receive your order in 10 days. That's it! 📈 Rapid Growth: Voyey's customer base in Guadeloupe grew from 90 to over 3,000 in 18 months, demonstrating the success of our model. ⏱️Automation: Voyey is investing in technology to automate the purchasing process, tax calculations, and logistics to streamline the entire e-commerce experience. 🚀 Future markets: The solutions we are currently testing in the French overseas territories are designed to be applicable and marketable worldwide. Our next targets include continental and the Maghreb.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/953e5be5-d033-403d-b0f0-0d4aa2bcba1e1,,,,,,,,,,,,,,,,,,,['https://vivatechnology.com/partners/voyey.com/vivatech'],BOISSY-LE-CHATEL
"VTOUCH, INC.","Vtouch, Inc. is an AI company that develops and commercializes Natural User Interface (NUI) technology, allowing users to control various devices effortlessly and naturally without any physical contact. Leveraging world-class AI expertise, VTouch, Inc. is involved in various spatial computing businesses, including space touch, voice input devices, and holographic buttons. Products: 1) Space Touch Solution: Spatial touch solution recognizes and tracks user body with camera, enabling remote control of displays and devices simply by pointing with bare hands. It is world's very first remote touch solution backed by over 50 patents. 2) WIZPR Ring: A ring-shaped wearable device optimized for ChatGPT, significantly improving the limitations of existing voice input devices such as command call delays, vulnerability to ambient noise, and privacy concerns. 3) HoloButton: Overcomes the high costs and complex structures of traditional holograms with a simple film+backlight structure.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/04d8d381-84c4-47a1-ae0a-8f27fa4b6eea1,,,,,,,,,,,,,,,,,,,['https://www.vtouch.io/'],SEOUL
VULGAROO,"Vulgaroo was founded in 2022 in Bordeaux, France, by 2 co-founders with complementary skills. Vulgaroo has developed its AI patented technology for more than 2 years and has proven its effectiveness within a POC, successfully conducted with a group of laboratories in 2023. The AI technology is hosted in servers with all the certifications required to manage securely health data. The solution is co-developed with physicians and with patients, thanks to partnerships established with patient associations. In addition, Vulgaroo has signed several agreements with universities in France and in Europe, to keep leading innovation. Vulgaroo is now finalizing its MVP and plans to go live in summer 2024 for its first clients, with a focus in oncology. Vulgaroo's first revenues are expected in S2 2024, and break even is planned for 2027. The company is now raising funds with early stage investors to be the leader of medical reports simplification in the Pathology labs market first.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/2c1d0e91-6e7b-4db8-864f-eae99e9ef95e1,,,,,,,,,,,,,,,,,,,['https://www.vulgaroo.com/'],BORDEAUX
VUSIONGROUP,"VusionGroup (ex- SES-imagotag) is the global leader in the digitalization solutions for commerce, serving over 350 large retailer groups around the world in Europe, Asia and North America. The Group develops technologies that create a positive impact on society by enabling sustainable and human-centered commerce.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/bd7ada21-3949-4712-b5a6-d3f890dc9fd81,,,,,,,,,,,,,,,,,,,['https://vivatechnology.com/partners/vusion.com'],NANTERRE CEDEX
WASE,"We believe in building a sustainable world. That’s why, at WASE, we want to support businesses to unlock the power of waste. Our unique technology uses special bio-electrodes that host electrically active bacteria to generate energy from waste. Working across both industrial wastewater and anaerobic digestion (AD), the electro-methanogenic reactors generate more energy and treat waste faster than traditional AD and our AI biosensors provide 24/7 monitoring and automation. How it works: For wastewater, our modular plug & play systems fit seamlessly into existing operations. Units treat high-strength organic wastewater onsite, ensuring regulatory compliance and supporting sustainable energy goals. For more traditional AD systems, our next-gen biogas technology doubles feeding rates and increases methane yields by 30%.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/1dc6eb79-b02f-4a48-a1e2-88df9b0906de1,,,,,,,,,,,,,,,,,,,['https://wase.co.uk/'],BRISTOL
WATTSGOOD,🚴‍♀️ What if all indoor bikes produced energy? ⚡ Wattsgood has developed cardio-training equipment that generate electricity and feed it into the grid. Wattsgood's ambition is to move the fitness sector towards green fitness. Today Wattsgood is raising funds to develop the Good Generator. The Good Generator is a condensed version of Wattsgood current patented technology that will be used to retrofit existing spinning bikes into electricity-generating ones. 🏅 Wattsgood is a Solar Impulse Foundation solution and is a member of SporTech FR.,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/92538926-d7a2-4aef-9f8c-052ed486abc41,,,,,,,,,,,,,,,,,,,['https://vivatechnology.com/partners/www.wattsgood.com'],MONTREUIL
WAVESTONE,"In a world where knowing how to drive transformation is key to success, Wavestone's mission is to inform and guide large organizations in their most critical transformations, with the aim of a positive outcome for all stakeholders. This is anchored in the firm's DNA and embodied in our overarching values, known as “The Positive Way.” Wavestone draws on more than 5,500 employees across Europe, Asia, and the United States, and is a leading global consultancy. Wavestone is listed on Euronext Paris, and recognized as a Great Place to Work®.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/7388d05d-be57-4295-a0ca-45e16e92a4011,,,,,,,,,,,,,,,,,,,['https://www.wavestone.com/en/'],None
WD PROTECTION - LA BELLE ABSORBANTE,"We offer menstrual protections, pads and underwear, for all girls and women. Our solutions are designed to offer a comprehensive protection for a safe and comfortable usage. We use innovative fabrics to have safe protections that dry at a great speed to facilitate the usage and avoid the multiplication of products. We are the only manufacturer that has designed its products 100% recyclable. It means that from our used protections, we can create second life objects that will finance the collect of used products, encourage our customers to recycle and serve a second life. Our products are transformed into 3D printing material so that we can create any kind of second life product. We want to serve the dignity of women, their safety and the inclusivity of our solutions.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d2862ad9-8796-4529-9fa0-d872b85293d11,,,,,,,,,,,,,,,,,,,['https://la-belle-absorbante.com/'],SAINT ROMAIN LE NOBLE
WEAR SRL,"weAR, established in Italy in 2014, pioneers the digital transformation journey of Industry 4.0/5.0 entities by integrating extended realities (VR, AR, MR) into advanced human-machine interactions, facilitating enhanced data visualization and interaction within industrial sectors. The integration of augmented reality (AR) plays a pivotal role in this transformation, enabling workers to see and interact with an overlay of digital information on their real-world environment. This is particularly useful in complex settings where quick adaptation and learning are crucial. The world is becoming increasingly complex every day, with workers needing to swiftly learn new processes and adapt to physical-digital ecosystems such as smart cities or smart factories. In such environments, the real-time overlay of digital data provided by AR can guide workers through tasks, display relevant information at a glance, and even simulate potential scenarios, making it an invaluable tool for training and op...",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/51a1c01e-e84f-4a3d-ba16-3fc20312e8ff1,,,,,,,,,,,,,,,,,,,['https://www.wear-mobile.com/'],FERRARA
WEBEDIA,"Webedia is a media-tech company and one of the world's leading players in digital entertainment. Drawing on more than 10 years’ knowledge of digital audiences and media publishing, we partner with top creators, producers, broadcasters and brands to develop a unique process of content production and distribution across all platforms. Operating in more than 15 countries, we structure our activities around complementary divisions: content distribution, media networks, creator management and production studios. Webedia joined the French investment company Fimalac in May 2013, under the leadership of Marc Ladreit de Lacharrière.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/dccf1860-64a1-445a-a4f0-c4cc5e0555671,,,,,,,,,,,,,,,,,,,['https://webedia-group.com/'],None
WEMAP,"Wemap, the pioneering French tech solution for nearly a decade, offers interactive maps and navigation systems for indoor/outdoor spaces using vision engine. A leader in the field, it’s used by SNCF, Paris Convention and Visitors Bureau, Air France, and others, with over 500 million views across 150+ clients. This growing adoption testifies to the effectiveness and relevance of our platform in the many industries : travel, mobility, retail, events, sport, culture, and local authorities.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/fae01f0d-77e3-4f98-8546-b5101cf6aa3d1,,,,,,,,,,,,,,,,,,,['https://getwemap.com/'],MONTPELLIER
WEMAP,"Wemap, the pioneering French tech solution for nearly a decade, offers interactive maps and navigation systems for indoor/outdoor spaces using vision engine. A leader in the field, it’s used by SNCF, Paris Convention and Visitors Bureau, Air France, and others, with over 500 million views across 150+ clients. This growing adoption testifies to the effectiveness and relevance of our platform in the many industries : travel, mobility, retail, events, sport, culture, and local authorities.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/bf5d16aa-10f6-4bc9-b74a-25db1555d3731,,,,,,,,,,,,,,,,,,,['https://www.getwemap.com/'],MONTPELLIER
WEO,"WEO democratizes access to environmental information using data from space to build more sustainable future for us all. WEO does this by taking openly available satellite imagery, enhancing these with in-house developed deep learning algorithms and extracting quantifiable information for our clients about their environmental impact and risk and then provides tangible solutions as to how they can improve this using nature. Our products range from extreme heat, wildfire and flood risk to understanding greening from vegetating quality to green roof implementation to help cities become more resilient, streamline vegetation management and reduce risk.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/5c24e2f6-caf6-4bef-ad18-0480b0cc098b1,,,,,,,,,,,,,,,,,,,['https://www.weo-water.com/'],LUXEMBOURG
WESHAKE,"WESHAKE - Prix de l’Innovation France Fintech. Bien plus qu'un traditionnel service de paiement, WESHAKE est une plateforme de gestion d’entreprise unique en son genre qui sécurise et bonifie les relations entre clients/fournisseurs/sous-traitants, tout en surveillant les risques de dépendance économique. Avec son système de paiement intégré vous pourrez facturer instantanément, simplifier les flux les plus complexes en configurant et automatisant vos paiements pour compte de tiers (avec ou sans split) mais aussi gérer parfaitement tous vos débours grâce à la disruptive Carte WESHAKE.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/c38d0ab8-d75b-4f22-b244-2d50fe3e8bf31,,,,,,,,,,,,,,,,,,,['https://weshake.io/'],PARIS
WHAT THE FISH,"What the Fish an AI app developped by NGware - using a cutting-edge AI recognition technology which has been celebrated by tech experts and jurys, while also being recognized a promising regional innovation from the council of region South-East France. Developped in-house by French startup Ngware specialized in mobile, web, and AI technologies, it is one proof-of-concept of the startup's skillset and also its environmental commitment. Users can scan species via their smartphone camera lens or upload media from their camera roll and discover the name of a species: the AI recognizes Mediteranean fish instantly. With a native AI model, we created a state-of-the-art robot that can be used in many different contexts. Whether you are a business, local council, environmentalist, NGO, or government, and you have an environmental project, we can join forces. Other type of company with an AI need? Consult us for your project!",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/9c22f396-7b51-4a99-987d-38e2a8c478441,,,,,,,,,,,,,,,,,,,['https://wtfish.fr/'],PARIS
WIGO,"Introducing Wigo, your ultimate everyday carpooling solution! Wigo isn't just about carpooling – it's about crafting a vision: one where mobility is seamlessly multimodal, and Wigo stands at the helm by aggregating an array of responsible transportation solutions. We're already making waves across two territories with public and corporate car-sharing, micro-mobility options, charging station supervision, and now, carpooling! Picture this: a world where your daily commute isn't just a journey but an adventure, seamlessly connecting you to a variety of sustainable transportation options. With Wigo, the possibilities are endless, the convenience unparalleled, and the impact undeniable. Join us in revolutionising the way we move, one ride at a time. Choose Wigo – because every journey deserves a greener, smarter, and more connected future.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/94161839-c139-408d-ab23-18d9a5fc562d1,,,,,,,,,,,,,,,,,,,['https://www.wigo.nc/'],PAPEETE
WIIDETECT,"Wiidetect is an artificial intelligence company dedicated to making industrial manufacturing processes more circular and cost-effective by optimizing material reuse and quality control. In close collaboration with our clients, we develops solutions integrated into production chains to reduce waste and costs through AI and intelligent material reuse & quality control. Our strengths lies in its ability to design tailored solutions, customized to the specific needs of each client. Wiidetect's advanced algorithms learn, analyze, and control with precision, improving quality control and minimizing waste overproduction. We ensure an immediate financial and environmental return on investment for our industrial partners, promoting a profitable circular economy for all. As a member of the French Tech, Wiidetect has built research partnerships with laboratories and is currently raising funds to accelerate its development and attract talent.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/4bed118e-c93f-4c0b-a32d-e041b6eab15a1,,,,,,,,,,,,,,,,,,,['https://vivatechnology.com/partners/www.wiidetect.fr'],TOULOUSE
WILCO - UNLEASHING AMBITION,"Challenge, Disrupt, Transform. WILCO empowers both women & men by turning their innovative projects into reality in 3 areas : Industry, Healthcare, Digital. - STARTUPS : Accelerating early-stage Tech startups to reach their firmillion in turnover within 3 years, and supporting early-stage Deeptech startups in achieving key milestones to frame their project and secure funding. - MID CAPS & CORPORATE : WILCO supports Midcaps & Corporate teams by engaging their teams to adopt a proactive approach to innovation and launching new business ideas through open innovation. - INTERNATIONAL : WILCO is alongside world-wide foreign countries to strengthen their entrepreneurial dynamics. WILCO builds custom programs aiming to support ambitious early-stage foreign startups to expand their business by introducing them to the French and European market. With its sector-specific expertise and a unique proven KPI-driven approach through +1500 projects, WILCO team supports you to scale your business.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/aefee31e-5e0f-4ddb-80c2-1c3816eb992b1,,,,,,,,,,,,,,,,,,,['https://www.wilco-ambitions.com/en'],None
WIZY.IO,"WizyVision is a French SaaS company. WizyVision has build a powerful digital platform to empower Frontline Workers with a revolutionary User Interface based on Smartphone, photos, voice and AI, lots of AI. Companies can build a custom WizyVision App in one hour. WizyVision will become ""Your Eyes on the Frontline"". Frontline Workers love WizyVision because it's easy to use without training, without the need to input data with a Keyboard and save them time on paperwork so they can focus more time on their real job. Among the most frequently built applications: - Tracability of physical assets - Management of anomalies - Visual inspections - Field interventions, proof of work done 100% of WizyVision functionalities are accessible by API, allowing clients to exchange data with existing applications like Salesforce or SAP. WizyVision has customers in Europe, LATAM and APAC. Our current focus is on Retail, Transport & Logistics, Industry and Construction.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d57a6801-9250-4b38-aee1-21843c0e29031,,,,,,,,,,,,,,,,,,,['https://wizyvision.com/fr'],PARIS
WUSA SMART INC.,"Boxing Trainer utilizes advanced sensing technology and artificial intelligence, it is composed by smart target with built-in sensors, which is operated through mobile APP. Various trainings can be carried out on the APP, including free fight, punching challenge and video teaching. It records and tracks your exercise performance with scientific data. The featured APP offering 3 major functions: Free Fight, Punch Challenge and Video Training. Each section records your performances in terms of punching force as well number of punches in certain period of time (average cadence). The data can be used for training analysis. No matter in speed training, strength training, reaction training, etc., Boxing Trainer will record and track your sports performance with scientific data. It helps you effectively by increasing the power and speed of your strikes while improving reflexes and precision. It is not only suitable for professional boxers, but also suitable for boxing enthusiasts and novices.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/829b2ffd-3ba8-40e9-87eb-37ede345d40f1,,,,,,,,,,,,,,,,,,,['https://vivatechnology.com/partners/www.wusasmart.com'],TAIPEI
WALK,"Walk matches parents who need care, even instantly, with experienced sitters, on demand. We only select qualified babysitters, people who have several years of experience with children. At the end of the babysitting session, you can go home with empty pockets; you just need to click a button to pay for the service. Don't forget to leave your feedback, and surprise, with Walk, your child can give their feedback too, by clicking on an emoji associated with the color of emotions.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/516e4db3-5edf-4233-aeb9-833b8b2126fb1,,,,,,,,,,,,,,,,,,,['https://www.walkapp.fr/'],ROUEN
WASTEANT GMBH,"The challenges that waste-to-energy plants face every day are diverse and require innovative solutions. There is no automatic system that can analyze high-volume material flows in real time for characteristics and ingredients. Hidden impurities can lead to drop chute blockages, and a lack of homogenization can lead to calorific value anomalies. WasteAnt offers sensor-based, AI-powered quality analysis for large-volume, unstructured waste streams. This creates a completely new level of transparency over waste streams, enabling waste management companies to make proactive decisions about waste treatment. By using various types of sensors in combination with system and ERP data, impurities can be identified, waste classification codes can be validated, characteristics such as homogeneity, chunkiness, dustiness and temperature can be evaluated, or calorific value and emission estimates can be created.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/3ae42dad-3633-426b-9589-a0274e68c4151,,,,,,,,,,,,,,,,,,,['https://wasteant.com/'],BREMEN
WASTETIDE,Our AI will cut the costs and carbon footprint of your waste by 30%.,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/9ff0093f-18f4-4df6-9a9a-88d7e3276dc41,,,,,,,,,,,,,,,,,,,['https://vivatechnology.com/partners/www.wastetide.ai'],PARIS
WATER CHALLENGE SL,"Water Challenge is a company with a patented technology in the contaminated fluid treatment that obtains, two by products: purified water and commercialized dry/crystallized solids. It defines this technology as disruptive: Zero Pollution, Zero Liquid Discharge (ZLD), with a physical process, without chemicals or consumables, using renewable energy. It fully complies with the U.N. Sustainable Goals and all the European environmental challenges such as the Green Deal and the Blue Economy: in a sustainable way, fulfilling the circular economy objectives and preserving aquatic ecosystems.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/1fd1f5d1-28e4-439b-ab8a-72d46ef8bb721,,,,,,,,,,,,,,,,,,,['https://www.waterchallenge.eu/'],MADRID
WATERSEC (BY ISTIDAMA),"WaterSec leverages IoT and AI to deliver advanced water management solutions to industries and buildings. Our systems enable real-time monitoring of water usage, early leak detection, and data-driven recommendations, helping clients optimize water consumption, reduce waste, and enhance sustainability. This supports businesses in achieving sustainability goals while improving operational efficiency.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/695d3ffb-08e8-43df-8cee-9797c67678961,,,,,,,,,,,,,,,,,,,['https://www.water-sec.com/en'],MANAR I
WAVEFUL,"Waveful is the gamified social platform that allows users to connect with their communities by sharing entertaining content. With over 180,000 registered users, Waveful is growing exponentially in Latin American countries. For advertising teams targeting Italy or Latin America, Waveful offers excellent promotional opportunities for running traffic campaigns. Our users typically spend 51 minutes daily on our platform, giving you a perfect opportunity for your ads. If you manage a large community and are exploring new revenue options, Waveful offers revenue-sharing partnerships. Bring your community to Waveful and benefit from our monetization capabilities.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/619673d8-66d2-41b2-98ec-1e1d6cc39af11,,,,,,,,,,,,,,,,,,,['https://waveful.app/'],MILAN
WAVELENGTH LEARNING,"Established in 1995, Wavelength Learning is an award-winning learning design agency that creates bespoke and immersive learning experiences for some of the world's largest organizations across the UK, Europe, Australia, New Zealand, and the Pacific. Our team of learning designers and digital designers use a custom human-centred design approach and leading-edge tools to craft impactful and unforgettable learning experiences. From branching video experiences and e-learning modules to gamified virtual and augmented reality experiences, Wavelength uses game-changing tech to engage learners and enhance business performance. Our learning design approach is world-class, as evidenced by the year-on-year achievement of awards and industry recognition from leading award bodies such as Learning Technologies in the UK, Brandon Hall in the USA, and LearnX in Australia.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/87f7a84d-b09c-45f1-8fed-f8b977db4f251,,,,,,,,,,,,,,,,,,,['https://vivatechnology.com/partners/wavelengthlearning.com'],AUCKLAND
