nom;description;logo;mots_cles_b;site_web_x;tags;emplacement;Date dernier financement;Série;Montant;LinkedIn;adresse_z;Contact;Date de création;Marché;Type d'organisme
ATHENA RECHERCHE ET INNOVATION;"produisons du biohydrogène à partir de déchets et d’eaux usées de l’industrie agroalimentaire. En effet, ces eaux usées, qui ne sont pas valorisées, sont en réalité une formidable source d’énergie pour le monde du vivant.
Elles sont composées de matières organiques et de minéraux ce qui permet à nos bactéries de se développer tout en rejetant de l’hydrogène.";https://upload.prd.hbd.cloud.bpifrance.fr/1d2e2cc7-d3cd-48b1-9a63-5548bf762a78;;http://athena-recherche.fr/;;;;;;;;;;;
ATIM RADIOCOMMUNICATIONS;"ATIM est un expert radio et pionnier de l'IoT / M2M basé et fondé en 1996 à Villard-de-Lans, près de Grenoble.
Concepteur [e-2013] fabricant d'appareils de communication sans fil, la mission d'ATIM est de fournir des solutions industrielles, déportées et plug & play et à s'adapter à la demande en concevant des systèmes sur mesure à partir de ses briques technologiques.
Les capteurs collectent la température, l'humidité, les index des compteurs d'eau / gaz et électricité, les états des contacts secs, les capteurs analogiques et envoient les données vers une plateforme Web. Les secteurs Smart City-Bâtiment-Energie-Industrie-Agriculture utilisent nos solutions à distance pour connecter leurs actifs, collecter des informations et résoudre plus efficacement les problèmes quotidiens de maintenance, de confort ou de sécurité.
ATIM travaille sur la nouvelle génération de capteurs IoT embarquant de l'IA et fonctionnant sans pile, ceci dans une démarche RSE.
Les solutions ATIM sont robustes, industrielles et sont déployées un peu partout dans le monde.";https://www.minalogic.com/wp-content/uploads/2022/06/logo-atim-2023.png;;;;;;;;;"77 impasse du rosé des près
                                                                                                                                                    38250
                                                                                                                VILLARD DE LANS";RAIMBERT Francis                                        CEO;1996;Energie Bâtiment,                                                                             Industrie du futur,                                                                             Mobilité;PME
ATIPIK SOLUTIONS;"La solution numérique de pilotage collaboratif de la performance, porte une vision humaine et digitale de l'industrie. Nous participons à :
- Développer la capacité de décider et d’agir des équipes terrain : une clef majeure de la performance industrielle,
- Simplifier la prise de décision à tous niveaux, à l’aide d’un critère unique : le coût des incidents,
- Mettre au service de tous les utilisateurs, une application simple et intuitive, facile à configurer et à intégrer dans l'existant.";https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/0b2cd9fa-aa9c-49ed-a842-8e9e92217e53;;;;;;;;;;;;;
ATKA;Entreprise de conseil en technologie blockchain modification de description pour recette PRD;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/bd6e9a99-0196-4914-8e11-a9ff7bd2fe12;;https://atka.io/;;;;;;;;;;;
ATLANGRAM;Atlantic group research on anti-microbials;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/94c05f73-80f2-4133-b6f0-083b8f237b25;;;;;;;;;;;;;
ATLANTIS AI;Atlantis AI builds the next generation of National Electronic Health Records to secure and hyper-structure hospitals’ data. Its Blockchain technology allows decentralized AI training to protect patients’ privacy and to preserve hospitals' quality of care by sharing the value-added.;https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nDwhxIAC.png;;Non disponible;;;;;;Non disponible;"5 avenue du Pré Félin Annecy, - 74490
France";;;;
ATMOSGEAR;We're revolutionizing the skating industry with the world’s first electric rollerblades ! Our universal kit that can electrify any pair of skates to reach 18mph top speed and 16miles of range. Made for sports, leisure and daily commuting — our technology is patented, lightweight and hybrid. Global sales are now open for retailers.;https://exhibitors.ces.tech/mys_shared/CES25/logos/0014V00003Q3KCZQA3.png;;https://www.atmosgear.com/;;;;;;https://x.com/atmosgears;"57 Avenue de Landshut Compiegne, 60200
France";;;;
ATMOTRACK;Service that monitors the quality of the environment in real time;https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/58d9e9c562435122bce3785549dd835c;;;;;;;;;;;;;
ATOLIA;"Atolia est l'application collaborative française qui simplifie le travail en équipe ! 😀 Elle regroupe tous les outils nécessaires en 
un seul endroit : messagerie instantanée, visio-conférence, partage de documents, agendas partagés ou encore la gestion de projets. 
Cette solution agile et sécurisée a été recommandée par le Ministère de L’Economie et des Finances pour favoriser le télétravail.";https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/4569f714-c75e-4e8c-962a-009a22383ef1;;;;;;;;;;;;;
ATOMIC DIGITAL DESIGN;Atomic Digital Design crée des expériences de réalité augmentée exceptionnelles pour aider les marques à mieux communiquer avec leur public.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/44de0f95-476e-43fd-af84-aaf1d6365029;;https://atomicdigital.design/;;;;;;;;;;;
ATRALTECH;"Atraltech est un groupe industriel leader dans les solutions de sécurité anti-intrusion et anti-incendie professionnelles en Europe, basé à Crolles (Isère).
Nos métiers sont la conception, la fabrication et la commercialisation de solutions de sécurité anti-intrusion et anti­incendie professionnelles. Nos solutions se matérialisent par la fourniture de produits et services à nos clients et partenaires, à travers de :
•Trois marques produits : Daitem, Diagral, Logisty.
•Un centre télésurveillance professionnelle 24/7 certifiée APSAD: ATRAL SERVICES.
•Un réseau d'installateurs en France, PROXEO, reconnu pour ses compétences locales et sa proximité
•Une approche locale et responsable dont les technologies sont conçues pour durer";https://www.minalogic.com/wp-content/uploads/2023/03/atraltech.png;;;;;;;;;"140 Rue du Pre de l'Horme
                                                                                                                                                    38920
                                                                                                                CROLLES";COSTA David                                        Directeur R&D;2023;Chimie Environnement,                                                                             Energie Bâtiment,                                                                             Industrie du futur,                                                                             Santé;PME
ATTESTATION LÉGALE;Attestation Légale, la solution B2B qui simplifie le quotidien administratif des entreprises et sécurise leur situation juridique.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/1159fbc8-ebae-430d-ba40-6073a55b860f;;;;;;;;;;;;;
AUCAE;Éditeur de solution digitale dédiée à la cybersécurité et à la gestion de crise cyber - Entreprise française de Bretagne et d'Occitanie;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/a27c243d-4c10-4ba0-9e73-aadfcf04d208;;https://aucae.com/fr/;;;;;;;;;;;
AUDIENCE SQUARE;Site de publicité;https://upload.prd.hbd.cloud.bpifrance.fr/31cec4a0-4b52-4ea1-8d8f-d759c8316045;;http://www.audiencesquare.fr/;;;;;;;;;;;
AUDIOSPOT;La création le développement et l'édition de logiciels les prestations de service s'y rattachant l'achat et la revente de matériel.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/333dc856-551e-422e-9b3e-64567f90b4d0;;https://www.audiospot.fr/fr/;;;;;;;;;;;
AUEG – ALLIANCE UNIVERSITÉ ENTREPRISE DE GRENOBLE;"L’AUEG joue le rôle d’un « Laboratoire d’idées et initiateur d’actions », neutre et transversal.
L’association regroupe des membres individuels, personnalités bénévoles et des personnes morales ou groupements de fait des mondes de l’Université, de la Recherche (les organismes), de l’Entreprise, des Collectivités territoriales, des associations, etc…
La méthode de travail est la suivante :
•Choix d’un thème et objectifs ambitieux avec l’assentiment de tous les acteurs, quels que soient leurs statuts et surtout de ceux directement concernés,
•Création de groupes de travail pour définir concrètement les objectifs à atteindre sur le thème, structurer la réflexion en élargissant le cercle des acteurs,
•Initiation et organisation de tables-rondes pour faire avancer les réflexions, élargir les échanges et bénéficier de toutes les idées capitalisables,
•Publication des éléments structurants ou/et des réflexions et résultats,
•Mise au point d’actions concrètes prises en charge par les acteurs les plus pertinents de façon pérenne.";https://www.minalogic.com/wp-content/uploads/2024/03/logo-aueg.png;;;;;;;;;"7 Chemin des Pres
                                                                                                                                                    38240
                                                                                                                MEYLAN";COGNET Gerard                                        Membre du Bureau;1947;Non applicable;Organisme de développement économique
AUGMENT;"La visualisation produit en réalité augmentée. 
La plateforme de réalité augmentée Augment connecte les distributeurs aux marques, et permet aux consommateurs de visualiser tous les produits en taille réelle chez eux avant d’acheter.";https://upload.prd.hbd.cloud.bpifrance.fr/b4a72e98-7fb4-4a7f-8398-9da681b9cb0b.png;['#E-Commerce', '#Augmented Reality', '#3D Technology'];;;;;;;;;;;;
AUGMENTED CISO;La première solution au service du RSSI pour le pilotage de votre cybersécurité;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/7035477a-fec3-4dcd-9fc4-c5253068c386;;https://www.augmentedciso.com/;;;;;;;;;;;
AUGMENTEO;"Augmenteo développe un outil de création d'animations en réalité augmentée sous formes de jeux de piste connectés et d'escape game digitaux personnalisables
- pour les événements, séminaires, team buildings, l'intégration ou les entretiens d'embauche de nouveaux collaborateurs
- pour l'animation en magasin ou en centre-commerciaux
- pour les musées et les formations

#IOT #VR #AR #Marketing";https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/5bcd5b442ee15e79ec66bb877d034327;;;;;;;;;;;;;
AUM BIOSYNC;Software, applications, and data-science for teams with atypical schedules;https://upload.prd.hbd.cloud.bpifrance.fr/438f8a9e-3b99-4d1c-88ac-154a992213a5;;;;;;;;;;;;;
AURA AERO;Startup développant des avions hybrides à décollage et atterrissage vertical. L’entreprise est en train d’entamer les démarches de certification et de pré-industrialisation de son premier avion et d’accompagner, grâce à sa technologie, ses premiers clients et partenaires.;https://upload.prd.hbd.cloud.bpifrance.fr/050bc697-2ca5-4948-b8ba-b77544cf2959;;;;;;;;;;;;;
AUTHENTIC MATERIAL;Transformation des matières premières inexploitées (et en particulier du cuir) afin de les réemployer dans la confection de produits de luxe;https://upload.prd.hbd.cloud.bpifrance.fr/3ad86099-6cb9-45aa-a965-7f1db8f0c5c0;;https://www.authentic-material.com/fr/;;;;;;;;;;;
AUTHOT;"VOTRE APPLICATION DE RETRANSCRIPTION AUDIO ET SOUS-TITRAGE VIDÉO AUTOMATIQUE.

#API #AI";https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/caa8cc59076a43535ebea52f967edaf2;;http://authot.fr/;;;;;;;;;;;
AUTICIEL;Applications numériques sur tablettes pour l’autonomie et l’inclusion sociale des personnes en situation de handicap;https://upload.prd.hbd.cloud.bpifrance.fr/09fc1e43-9d8f-4273-bb2d-45884cead201;;http://auticiel.com/;;;;;;;;;;;
AUTOMATISMES COMMANDES NUMERIQUES SYSTEM;Société d’ingénierie dans le domaine de la commande numérique, des automatismes industriels et de la robotique. Nous sommes spécialisés dans le développement de programmes dédiés à ces technologies et de programmes d’informatique industrielle pour l’interfaçage entre environnement PC / Machines outils. Cette expertise, notamment dans le domaine aéronautique, nous permet aujourd'hui de proposer notre savoir-faire pour la construction et la mise en service de machines spéciales neuves.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/6a675c7d-a7b7-42f4-9211-93746eabeab8;;https://www.acns.online/;;;;;;;;;;;
