nom,SIREN,Date de création,Denomination légale,Denomination usuelle,Activité principale,Tranche effectifs,Catégorie entreprise,État administratif,Adresse
FAIR VISION,842328098,2018-09-13,FAIR VISION,Non disponible,71.12B,03,PME,A,"143 BOULEVARD DE CESSOLE, 06100 NICE"
FAIRMONEY,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
FAIRWAI,843387267,2018-10-18,DOCUSHARE,Non disponible,58.29C,Non disponible,PME,A,"14 HAMEAU D'ENITOT, 76290 SAINT-MARTIN-DU-MANOIR"
FANTASTIC OVEN,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
FASHION DATA,850125261,2019-04-01,FASHION DATA,Non disponible,63.11Z,00,PME,A,"1 RUE JOHN HADLEY, 59650 VILLENEUVE-D'ASCQ"
FASTCONNECT,907819122,2021-11-19,FAST CONNECT,Non disponible,43.21A,Non disponible,PME,A,"35 RUE ROBERT LE RICOLAIS, 44700 ORVAULT"
FAURE QEI,518597562,2009-11-25,FAURE QEI,Non disponible,71.12B,21,PME,A,"20 RUE MASSENET, 38400 SAINT-MARTIN-D'HERES"
FEDERATION ENTERTAINMENT,500580493,2007-09-17,FEDERATION STUDIOS,Non disponible,59.11A,22,ETI,A,"36 RUE DE MONTPENSIER, 75001 PARIS"
FEED MANAGER,528978844,2011-01-03,FEED MANAGER,Non disponible,70.22Z,21,ETI,A,"11 RUE DE LA CARAVELLE, 17440 AYTRE"
FEED.,821239878,2016-06-28,FEED SA,Non disponible,47.78C,11,PME,A,"231 RUE SAINT-HONORE, 75001 PARIS"
FELIX & ASSOCIES,493465553,2007-01-02,FELIX & ASSOCIES - ATELIERS DE DESIGN,Non disponible,74.10Z,11,PME,A,"123 COURS JOURNU AUBER, 33300 BORDEAUX"
FENIX ENERGY,951437458,2023-04-17,FENIX ENERGY,Non disponible,71.12B,Non disponible,Non disponible,A,"20 BOULEVARD EUGENE DERUELLE, 69003 LYON"
FERMEFUL,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
FERMEFUL.COM,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
FEST TECHNOLOGY INC.,977968890,2023-07-10,LES TECHNOLOGIES FEST INC.,Non disponible,62.01Z,Non disponible,Non disponible,A,"13 RUE DE ROCHE BONNET, 63400 CHAMALIERES"
FIBRES INDUSTRIES BOIS,415281401,1997-12-18,FIBRES INDUSTRIES BOIS,Non disponible,16.10A,21,PME,A,"RUE SULLY PRUDHOMME, 97420 LE PORT"
FIELDBOX.AI,529981318,2011-01-05,IDMOG,Non disponible,71.12B,21,PME,A,"48 AVENUE PARMENTIER, 75011 PARIS"
FIL & FAB,850963711,2019-05-15,FIL & FAB,Non disponible,74.10Z,02,PME,A,"ZONE D'ACTIVITE DE PEN AR MENEZ, 29280 LOCMARIA-PLOUZANE"
FILL UP MEDIA,527691679,2010-10-14,FILL UP MEDIA,Non disponible,73.12Z,12,PME,A,"207 RUE FRANCIS DE PRESSENSE, 69100 VILLEURBANNE"
FINANCE ACTIVE,531663326,2011-04-05,FINANCE ACTIVE,Non disponible,58.29C,22,PME,A,"129 RUE SERVIENT, 69003 LYON"
FIND & ORDER,812982478,2015-08-24,FIND & ORDER,Non disponible,62.01Z,03,PME,A,"48 RUE RENE CLAIR, 75018 PARIS"
FINSQUARE,802545186,2014-05-27,INVEX,Non disponible,66.19B,Non disponible,PME,A,"112 AVENUE DE PARIS, 94300 VINCENNES"
FIRE TIGER,852715887,2019-07-10,FIRE TIGER,Non disponible,70.22Z,03,PME,A,"36 RUE VICTOR GRIGNARD, 42000 SAINT-ETIENNE"
FIRETIGER,852715887,2019-07-10,FIRE TIGER,Non disponible,70.22Z,03,PME,A,"36 RUE VICTOR GRIGNARD, 42000 SAINT-ETIENNE"
FIRST LIGHT IMAGING,533716817,2011-06-17,FIRST LIGHT IMAGING,Non disponible,26.51B,12,PME,A,"ROUTE DE VALBRILLANT, 13590 MEYREUIL"
FLASH THERAPEUTICS,483390472,2005-07-08,FLASH THERAPEUTICS,Non disponible,72.11Z,12,PME,A,"516 RUE PIERRE ET MARIE CURIE, 31670 LABEGE"
FLASH TRADE,887632248,2020-07-19,FLASH TRADE,Non disponible,46.19B,01,PME,A,"72 RUE LEON BLUM, 59000 LILLE"
FLASHBRAND FRANCE,832453906,2017-09-01,FLASHBRAND FRANCE,Non disponible,58.29C,02,PME,A,"148 RUE DE L'UNIVERSITE, 75007 PARIS"
FLYING WHALES,788658946,2012-09-20,FLYING WHALES,Non disponible,71.12B,22,PME,A,"5 QUAI MARCEL DASSAULT, 92150 SURESNES"
FOCUS ENTERTAINMENT (VIA FLCP & ASSOCIÉS),399856277,1995-02-03,PULLUP ENTERTAINMENT,Non disponible,58.21Z,31,ETI,A,"11 RUE DE CAMBRAI, 75019 PARIS"
FOIL AND CO,822822615,2016-09-25,FOIL AND CO,Non disponible,32.30Z,12,PME,A,"VC ZONE D ENTREPRISE JEAN MONNET, 83500 LA SEYNE-SUR-MER"
FOLLOWANALYTICS,750901258,2012-04-04,BRYJ TECHNOLOGIES FRANCE,Non disponible,62.01Z,11,PME,A,"21 RUE DES FAVORITES, 75015 PARIS"
FONDATION GRENOBLE INP,529525669,2010-07-15,FONDATION PARTENARIALE GRENOBLE INP,Non disponible,94.99Z,11,PME,A,"46 AVENUE FELIX VIALLET, 38000 GRENOBLE"
FOODLES,807708300,2014-11-10,LA BOITE A ENCAS,Non disponible,56.10B,32,PME,A,"202 QUAI DE CLICHY - CHARLES-DE-GAULLE, 92110 CLICHY"
FOREST ADMIN,833460751,2017-11-16,FOREST ADMIN FRANCE,Non disponible,62.01Z,12,PME,A,"5 RUE CADET, 75009 PARIS"
FORMALIZI,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
FORSEE POWER,494605488,2007-02-28,FORSEE POWER,Non disponible,27.20Z,32,ETI,A,"13 AVENUE DES TEMPS MODERNES, 86360 CHASSENEUIL-DU-POITOU"
FORVIS MAZARS,377505565,1990-02-01,FORVIS MAZARS SAS,Non disponible,66.19B,41,ETI,A,"298 ALLEE DU LAC, 31670 LABEGE"
FOULE FACTORY,803067305,2014-06-23,LOTOMATE,Non disponible,63.12Z,11,PME,A,"2 VILLA VIOLET, 75015 PARIS"
FOURNISSEUR ÉNERGIE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
FOVEA PHARMACEUTICALS,334503919,1986-01-11,FOVEA,Non disponible,51.4S,Non disponible,Non disponible,A,"56 RUE DE LONDRES, 75008 PARIS"
FOXEET,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
FRAMATOME SAS,379041395,1990-07-16,FRAMATOME,Non disponible,25.30Z,53,GE,A,"31 RUE ALBERT CAMUS, 49460 MONTREUIL-JUIGNE"
FRANCE BARTER,804571818,2014-09-15,FRANCE BARTER,Non disponible,70.22Z,03,PME,A,"10 RUE CHABANAIS, 75002 PARIS"
FRANCE LABS DATAFARI,537588089,2011-11-15,FRANCE LABS,Non disponible,62.01Z,02,PME,A,"ROUTE DES CRETES, 06560 VALBONNE"
FRANCE TRAVAIL,130005481,2008-12-19,FRANCE TRAVAIL,Non disponible,84.13Z,53,GE,A,"AVENUE PAUL ARENE, 83300 DRAGUIGNAN"
FRECNSYS,791742547,2013-02-14,FREC'N'SYS,Non disponible,26.11Z,11,ETI,C,"18 RUE ALAIN SAVARY, 25000 BESANCON"
FREEBE.ME,828625020,2017-03-31,FREEELANCE,Non disponible,58.29C,00,PME,A,"87  COUVELOU, 35270 COMBOURG"
FREELANCEREPUBLIK,800965634,2014-03-04,ODHCOM,Non disponible,78.10Z,12,PME,A,"4 AVENUE SAINTE-FOY, 92200 NEUILLY-SUR-SEINE"
FRIGO MAGIC,811788231,2015-05-20,FRIGO MAGIC,Non disponible,62.01Z,02,PME,A,"5 RUE DU MANOIR DE SERVIGNE, 35000 RENNES"
FRIZBIZ,883928806,2020-05-25,HOME LIFE,Non disponible,82.99Z,12,ETI,A,"4 RUE DES ROUGES GORGES, 86580 VOUNEUIL-SOUS-BIARD"
FRUITION SCIENCES,510193303,2009-01-26,FRUITION SCIENCES,Non disponible,58.29C,11,PME,A,"ROND-POINT BENJAMIN FRANKLIN, 34000 MONTPELLIER"
FUEL IT,821783222,2016-06-01,FOUR DATA,Non disponible,62.01Z,11,PME,A,"67 AVENUE TONY GARNIER, 69007 LYON"
FUELSEA (ANODINE),984696864,2024-02-15,FUELSEA,Non disponible,71.12B,Non disponible,Non disponible,A,"570 RUE DE LA CHIMIE, 38610 GIERES"
FULL ELECTRONIC SYSTEM,510193303,2009-01-26,FRUITION SCIENCES,Non disponible,58.29C,11,PME,A,"ROND-POINT BENJAMIN FRANKLIN, 34000 MONTPELLIER"
FULLSAVE SAS,451627848,2004-01-05,FULLSAVE,Non disponible,62.02A,21,PME,C,"42 AVENUE DU GENERAL DE CROUTTE, 31100 TOULOUSE"
FUTURE EDUCATION,844355008,2018-11-30,FUTURE EDUCATION,Non disponible,85.59A,11,PME,A,"18 RUE VOLTA, 75003 PARIS"
G CLIPS BIOTECH,885068460,2020-06-30,G CLIPS BIOTECH,Non disponible,72.11Z,02,PME,A,"41 RUE DE LA DECOUVERTE, 31670 LABEGE"
G WORK,881656797,2020-02-03,G WORK,Non disponible,41.20A,01,PME,A,"165 AVENUE JEAN JAURES, 93110 ROSNY-SOUS-BOIS"
G+LYTE,879295277,2019-11-18,G LYTE,Non disponible,46.18Z,03,PME,A,"5 RUE DU TERRAIN, 80480 PONT-DE-METZ"
G2 MOBILITY,514933589,2009-09-01,TOTAL EV CHARGE,Non disponible,78.30Z,Non disponible,Non disponible,C,"6 RUE DEWOITINE, 78140 VELIZY-VILLACOUBLAY"
GALOCHE & PATIN,889638474,2020-10-01,GALOCHE & PATIN,Non disponible,95.23Z,02,PME,A,"14 RUE BACHAUMONT, 75002 PARIS"
GAMAMABS PHARMA,793434788,2013-05-17,GAMAMABS PHARMA,Non disponible,72.19Z,02,PME,A,"78 ALLEES JEAN JAURES, 31000 TOULOUSE"
GAMNED!,811272244,2015-04-29,GAMNED,Non disponible,62.01Z,12,ETI,A,"125 RUE DE SAUSSURE, 75017 PARIS"
GAMPING.COM,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
GAÏAGO,803443787,2014-06-17,GAIAGO,Non disponible,20.15Z,21,PME,A,"2 RUE DES MAURIERS, 35400 SAINT-MALO"
GEMINI ALLIANCE,933241564,2024-09-16,GEMINI ALLIANCE,Non disponible,62.02A,Non disponible,Non disponible,A,"24 ALLEE DU MOULIN BARNOUD, 69400 PORTE DES PIERRES DOREES"
GEN'ETHIC,381447812,1991-03-01,GEN'ETHIC,Non disponible,01.49Z,03,Non disponible,A,"RUE DES LABORANTES, 85130 CHANVERRIE"
GENEPRED BIOTECHNOLOGIES,751860420,2012-05-21,GENEPRED BIOTECHNOLOGIES,Non disponible,72.11Z,03,PME,A,"19 RUE ROUX DE BRIGNOLES, 13006 MARSEILLE"
GENERALEADS,480285642,2005-01-10,KAIZEN AGENCY,Non disponible,62.02A,12,PME,A,"80 RUE DE MARSEILLE, 33000 BORDEAUX"
GENIUS INNOVATION,750552283,2012-03-17,GENIUS INNOVATION,Non disponible,64.20Z,Non disponible,Non disponible,A,"26 RUE GUY DE MAUPASSANT, 44600 SAINT-NAZAIRE"
GENOSCIENCE PHARMA,438910747,2001-07-06,GENOSCIENCE PHARMA,Non disponible,72.11Z,11,PME,A,"27 RUE DE FRIEDLAND, 13006 MARSEILLE"
GENY MOBILE,529450363,2011-01-01,GENY MOBILE,Non disponible,58.29A,12,PME,A,"217 COURS LAFAYETTE, 69006 LYON"
GEOLITHE INNOV,822986030,2016-09-26,GEOLITHE INNOV,Non disponible,71.12B,02,PME,A,"RUE DES BECASSES, 38920 CROLLES"
GEOLYS BY TÉVOLYS,480057744,2004-12-01,TEVOLYS,Non disponible,63.12Z,00,PME,C,"67 RUE DES GODRANS, 21000 DIJON"
GEPS TECHNO,532828407,2011-05-16,GEPS TECHNO,Non disponible,71.12B,11,PME,A,"1 ROUTE DE LA CROIX MORIAU, 44350 GUERANDE"
GERMICOPA SAS,830461570,2017-06-20,GERMICOPA,Non disponible,46.31Z,12,ETI,A,"FROMEUR, 29400 LANDIVISIAU"
GETPLUS,881213250,2020-02-03,SASU GET PLUS,Non disponible,43.21A,01,PME,A,"1 RUE HENRI DUNANT, 91070 BONDOUFLE"
GETQUANTY,480405687,2005-01-12,SMARTLINE SYSTEMS,Non disponible,62.02A,11,PME,A,"24 RUE SOUBISE, 93400 SAINT-OUEN-SUR-SEINE"
GINGER BURGEAP,682008222,1968-01-01,GINGER BURGEAP,Non disponible,71.12B,32,ETI,A,"9 AVENUE DU MARECHAL JUIN, 13700 MARIGNANE"
GLAGLA INTERNATIONAL,512341801,2009-04-23,DIGITSOLE,Non disponible,46.42Z,12,PME,A,"13 RUE HERE, 54000 NANCY"
GLIAL TECHNOLOGY,808659296,2015-01-02,GLIAL TECHNOLOGY,Non disponible,71.12B,Non disponible,PME,A,"7 RUE ARISTIDE BRIAND, 21700 NUITS-SAINT-GEORGES"
GLIMPS CYBERSECURITY,879230258,2019-11-15,GLIMPS,Non disponible,62.01Z,12,PME,A,"1 RUE LOUIS BRAILLE, 35136 SAINT-JACQUES-DE-LA-LANDE"
GLOBAL MAP SOLUTION,828614586,2017-03-01,GLOBAL MAP SOLUTION,Non disponible,58.29C,NN,GE,C,"7 RUE D ACHERES, 78600 MAISONS-LAFFITTE"
GLOBAL VISION,531460384,2011-03-29,GLOBAL VISION,Non disponible,70.22Z,02,PME,A,"41 BOULEVARD DE VALMY, 59650 VILLENEUVE-D'ASCQ"
GLOBALSENSING TECHNOLOGIES (GST),848266730,2019-02-04,GST,Non disponible,45.19Z,02,PME,A,"142 RUE DE RIVOLI, 75001 PARIS"
GMAO MOBILITY WORK,820234599,2016-05-04,MOBILITY WORK,Non disponible,62.01Z,12,PME,A,"25 RUE DU GENERAL FOY, 75008 PARIS"
GO HENRY (EX PIXPAY),Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
GOA SOFT,831637418,2017-08-23,GOA SOFT,Non disponible,62.01Z,Non disponible,PME,C,"33 RUE DU PASTEL, 31120 LACROIX-FALGARDE"
GOBIO - EUROPE TECHNOLOGIES,417784592,1998-02-13,EUROPE TECHNOLOGIES,Non disponible,70.10Z,21,ETI,A,"2 RUE DE LA FONDERIE, 44470 CARQUEFOU"
GOLDEN BEES,812622371,2015-07-15,GOLDEN BEES,Non disponible,70.22Z,21,GE,A,"9 RUE DE CAUMARTIN, 75009 PARIS"
GOODSTEPS,903725216,2021-09-29,GOOD STEPS,Non disponible,70.22Z,02,PME,A,"42 RUE DE L'OUEST, 44100 NANTES"
GR3N SA,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
GRAI MATTER LABS,820156271,2016-04-28,GRAI MATTER LABS,Non disponible,62.01Z,11,PME,C,"74 RUE DU FBG ST ANTOINE, 75012 PARIS 12"
GRAND ANNECY,200066793,2017-01-01,GRAND ANNECY,Non disponible,84.11Z,42,ETI,A,"46 AV DES ILES, 74000 ANNECY"
GREEN CHARGEUR,883887481,2020-05-26,GREEN CHARGEUR,Non disponible,35.14Z,Non disponible,PME,A,"16 RUE GEORGE BERNARD SHAW, 75015 PARIS"
GREEN DEV ACCESS,919193326,2022-09-05,GREEN DEV ACCESS,Non disponible,62.01Z,Non disponible,PME,A,"1 RUE DE LA HERELLE, 44100 NANTES"
GREEN ON,339987448,1987-01-01,GREEN,Non disponible,81.30Z,11,PME,A,"6 VILLA JEAN GODARD, 75012 PARIS"
GREEN PARK CONTENT,803203926,2014-04-01,GREEN PARK CONTENT,Non disponible,62.01Z,Non disponible,Non disponible,C,"140 RUE DU FAUBOURG SAINT MARTIN, 75010 PARIS 10"
GREEN POINT SAS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
GREEN SCORE CAPITAL,877891341,2019-09-26,GREEN SCORE CAPITAL,Non disponible,71.12B,03,PME,A,"33 RUE SAINT BERNARD, 83000 TOULON"
GREEN SPOT TECHONOLOGIES,842237786,2018-08-29,GREEN SPOT TECHNOLOGIES,Non disponible,72.11Z,11,PME,A,"3 AVENUE DIDIER DAURAT, 31400 TOULOUSE"
GREEN SYSTEMES,793167305,2013-06-01,GREEN SYSTEMES,Non disponible,62.02A,11,PME,C,"PARC ECO NORMANDIE, 76430 SAINT-ROMAIN-DE-COLBOSC"
GREEN WEB,882060056,2020-02-25,GREEN WEB,Non disponible,62.01Z,02,PME,A,"5 RUE DE L INDUSTRIE, 74000 ANNECY"
GREEN WHISPER,838954113,2018-03-31,GREEN WHISPER,Non disponible,32.99Z,Non disponible,PME,A,"2 RUE DES COMMERES, 78310 COIGNIERES"
GREENMETRICS,887598605,2020-07-15,MADADIM,Non disponible,62.02B,11,PME,A,"8 PLACE DU MARCHE, 92200 NEUILLY-SUR-SEINE"
GREENSPACE PARIS,823503933,2016-10-01,GREEN SPACE,Non disponible,81.30Z,Non disponible,Non disponible,A,"44 RUE RODIER, 75009 PARIS"
GREENWAVES TECHNOLOGIES,808076582,2014-12-01,GREENWAVES TECHNOLOGIES,Non disponible,71.12B,12,PME,A,"28 COURS JEAN JAURES, 38000 GRENOBLE"
GRENOBLE ALPES MÉTROPOLE,200040715,2014-01-01,METROPOLE GRENOBLE-ALPES-METROPOLE (METRO),Non disponible,84.11Z,51,ETI,A,"AVENUE DE PROVENCE, 38760 VARCES-ALLIERES-ET-RISSET"
GRENOBLE ECOLE DE MANAGEMENT,817389141,2015-12-17,ETABLISSEMENT D'ENSEIGNEMENT SUPERIEUR CONSULAIRE GRENOBLE ECOLE DE MANAGEMENT,Non disponible,85.42Z,41,ETI,A,"12 RUE PIERRE SEMARD, 38000 GRENOBLE"
GRENOBLE INP ENTREPRISE,804698025,2014-10-01,GRENOBLE INP ENTREPRISE,Non disponible,64.20Z,Non disponible,Non disponible,C,"4 RUE PAUL VALERIEN PERRIN, 38170 SEYSSINET-PARISET"
GRENOBLE INP – UGA,193819125,1983-01-01,INSTITUT POLYTECHNIQUE DE GRENOBLE,Non disponible,85.42Z,42,ETI,A,"46 AVENUE FELIX VIALLET, 38000 GRENOBLE"
GROUPE BBM / KELTEN / BM&A,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
GROUPE DOLIAM,381324771,1990-12-20,DOLIAM,Non disponible,46.19B,12,ETI,A,"109 RUE DES COTES, 78600 MAISONS-LAFFITTE"
GROUPE IDAIA,348770561,1988-12-01,IDAIA,Non disponible,63.11Z,21,PME,A,"3 RUE CHRISTIAN FRANCERIES, 33520 BRUGES"
GROUPE SPOREVER - MEDIA365,432067601,2000-06-16,MEDIA365,SPORTIFSONLINE,59.11A,12,ETI,A,"16 RUE DU DOME, 92100 BOULOGNE-BILLANCOURT"
GRYTICS,801542713,2014-04-01,1339,Non disponible,58.29A,03,PME,A,"2 RUE GUSTAVE EIFFEL, 10430 ROSIERES-PRES-TROYES"
GUARD MEDICAL,840422281,2018-06-12,GUARD MEDICAL,Non disponible,32.50A,01,PME,A,"231 RUE SAINT-HONORE, 75001 PARIS"
GUARDEA CYBERDEFENSE COMMUNITY,444484133,2002-12-16,GUARDEA,Non disponible,71.20B,03,PME,A,"165 AVENUE DU PRADO, 13008 MARSEILLE"
GWAPIT,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
GWIIDO,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
GYD TECH,922160759,2022-12-09,GYD TECH,Non disponible,10.89Z,Non disponible,PME,A,"59 CHEMIN DU MOULIN CARRON, 69570 DARDILLY"
GYDTECH,922160759,2022-12-09,GYD TECH,Non disponible,10.89Z,Non disponible,PME,A,"59 CHEMIN DU MOULIN CARRON, 69570 DARDILLY"
GÉDÉON MEDIA GROUP,413821117,1997-06-25,GEDEON MEDIA GROUP,Non disponible,59.11A,01,PME,A,"47 RUE MAURICE FLANDIN, 69003 LYON"
H2P SYSTEMS,519115398,2009-12-07,H2P SYSTEMS,Non disponible,72.19Z,03,PME,A,"350 AV J R G GAUTIER DE LA LAUZIERE, 13080 AIX-EN-PROVENCE"
H2X ECOSYSTEMS,880653753,2020-01-09,H2X ECOSYSTEMS,Non disponible,71.12B,12,PME,A,"1 RUE DES NEREIDES, 29200 BREST"
H3 DYNAMICS,827589094,2017-02-06,H3 DYNAMICS,Non disponible,71.12B,03,PME,A,"13 RUE SAINTE URSULE, 31000 TOULOUSE"
H4H HUMANS4HELP,818383093,2016-02-09,H4H,Non disponible,62.02A,12,PME,A,"26 AVENUE TONY GARNIER, 69007 LYON"
HA+PME,519215966,2010-01-15,HA PLUS PME,Non disponible,46.18Z,12,PME,A,"2 RUE CRUCY, 44000 NANTES"
HAAPIE ROBOTICS,809317605,2015-01-02,HAAPIE SAS,Non disponible,62.01Z,01,PME,A,"3  LE PETIT LYVET, 22100 SAINT-SAMSON-SUR-RANCE"
HAFFNER ENERGY,813176823,2015-08-20,HAFFNER ENERGY,Non disponible,33.20B,21,PME,A,"2 PLACE DE LA GARE, 51300 VITRY-LE-FRANCOIS"
HALIAS TECHNOLOGIES,492669593,2006-10-20,HALIAS,HALIAS,70.22Z,12,PME,A,"27 BOULEVARD DES ALPES, 38240 MEYLAN"
HANDI EXCELLEER,893846675,2021-01-21,HANDI EXCELLER,Non disponible,72.20Z,03,PME,A,"12 ALLEE DU MUGUET, 57160 MOULINS-LES-METZ"
HAPPYFEED,819804261,2016-04-12,HAPPY FEED,Non disponible,73.11Z,Non disponible,PME,A,"15 BOULEVARD SENARD, 92210 SAINT-CLOUD"
HAPPYRENTING,815260872,2015-11-18,HAPPY RENTING,Non disponible,70.22Z,11,PME,A,"13 RUE DES CANETTES, 75006 PARIS"
HAPPYTAL,790294615,2013-01-04,HDC SANTE,Non disponible,70.22Z,32,GE,A,"59 RUE PERNETY, 75014 PARIS 14"
HARI & CO,808783930,2014-12-15,HARI AND CO,Non disponible,46.90Z,Non disponible,Non disponible,C,"72 RUE ROBESPIERRE, 93000 BOBIGNY"
HBS RESEARCH / LA PLACE DE L'IMMOBILIER,489036152,2006-03-01,HBS RESEARCH,LA PLACE DE L'IMMOBILIER-PRO,63.11Z,12,PME,A,"51 RUE DE VERDUN, 92150 SURESNES"
HD RAIN,839815859,2018-05-23,HD RAIN,Non disponible,74.90B,11,PME,A,"42 AVENUE GASPARD CORIOLIS, 31100 TOULOUSE"
HDF ENERGY,789595956,2012-11-16,HYDROGENE DE FRANCE,Non disponible,35.11Z,12,PME,A,"35 RUE JEAN DUVERT, 33290 BLANQUEFORT"
HEALTHCARDIONEXION.COM,810594648,2015-03-25,@HEALTH,Non disponible,72.19Z,Non disponible,PME,A,"109 CHEMIN DE BOURDIN, 13530 TRETS"
HEASE ROBOTICS,823773932,2016-11-16,HEASE,Non disponible,71.12B,Non disponible,PME,C,"11 AV DE BEL AIR, 69100 VILLEURBANNE"
HEATSKIN / BPSYSTEMES,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
HECTOR LE COLLECTOR,884157660,2020-05-13,HECTOR LE COLLECTOR,Non disponible,38.11Z,02,PME,A,"7 RUE HUMBERT TOMATIS, 31200 TOULOUSE"
HEEX TECHNOLOGIES,849073812,2019-02-25,HEEX TECHNOLOGIES,Non disponible,72.19Z,12,PME,A,"27 RUE DU CHEMIN VERT, 75011 PARIS"
HELEXIA FRANCE,520397050,2010-01-14,HELEXIA,Non disponible,35.11Z,Non disponible,GE,A,"38 ALLEE VAUBAN, 59110 LA MADELEINE"
HELION HYDROGEN POWER,435050737,2001-03-13,ALSTOM HYDROGENE SAS,Non disponible,27.20Z,12,GE,A,"LE PETIT ARBOIS BAS, 13080 AIX EN PROVENCE"
HELLIOGREEN TECHNOLOGIES,838429645,2018-03-09,HELLIOGREEN TECHNOLOGIES,Non disponible,64.20Z,Non disponible,PME,A,"8 RUE DE L'ARTISANAT, 08000 CHARLEVILLE-MEZIERES"
HELLO ALIX,831249891,2017-07-19,Non disponible,Non disponible,23.41Z,Non disponible,PME,A,"138 RUE BUGEAUD, 69006 LYON"
HELLO PLANET,838921468,2018-04-12,HELLO PLANET,Non disponible,62.01Z,01,PME,A,"10 RUE BISSON, 75020 PARIS"
HELLO WATT,820585123,2016-05-26,HELLO WATT,Non disponible,74.90B,22,PME,A,"90 RUE DE LA VALLEE, 80000 AMIENS"
HELLOCSE,829190248,2017-04-13,SYLARELE,Non disponible,62.01Z,21,PME,A,"82 RUE FONDAUDEGE, 33000 BORDEAUX"
HELLOGLU,832486765,2017-09-21,HEY PONGO,Non disponible,62.01Z,21,PME,A,"64 RUE MARX DORMOY, 75018 PARIS"
HELLOMYBOT.IO,829545896,2017-05-01,HELLOMYBOT,Non disponible,62.02A,02,PME,A,"11 BOULEVARD SAINT-ASSISCLE, 66000 PERPIGNAN"
HELLOPRÊT,837975473,2018-02-20,HELLOPRET COURTIER,Non disponible,66.19B,12,PME,A,"13 RUE MESLAY, 75003 PARIS"
HEWLETT PACKARD ENTERPRISE & NVIDIA,479973455,2004-12-02,NVIDIA DEVELOPPEMENT FRANCE SAS,Non disponible,72.19Z,12,PME,A,"45 ALL DU FONT DE L ORME, 06250 MOUGINS"
HEWLETT PACKARD ENTERPRISE (HPE),798405692,2013-11-01,HPE FRANCE,Non disponible,71.20B,02,PME,A,"130 RUE DU GAL MALLERET JOINVILLE, 94400 VITRY-SUR-SEINE"
HEYAXEL.COM,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
HEYTALENTS FRANCE,821322906,2016-06-22,SONRYSA,Non disponible,78.30Z,11,PME,A,"6 RUE AUGUSTE VITU, 75015 PARIS"
HIDDEN MARKET,831526934,2017-09-15,HIDDEN MARKET,Non disponible,62.01Z,Non disponible,PME,A,"28 RUE DU FAUBOURG POISSONNIERE, 75010 PARIS"
HIFLOW,788605475,2012-10-08,FREECARS,Non disponible,79.90Z,21,PME,A,"26 RUE DU CHEMIN VERT, 75011 PARIS"
HIGH DESIGN TECHNOLOGY,390778769,1993-04-05,HIGH DESIGN TECHNOLOGY - HD TECHNOLOGY,Non disponible,58.29C,11,PME,A,"8 RUE PASCAL, 69500 BRON"
HIGH SIX,890801152,2020-11-05,HIGH SIX,Non disponible,71.12B,02,PME,A,"16 PLACE D'ARMAGNAC, 33800 BORDEAUX"
HIVEBRITE,753391713,2012-07-24,KIT UNITED,Non disponible,62.01Z,21,PME,A,"44 RUE LA FAYETTE, 75009 PARIS"
HO KARAN,811383405,2015-04-08,HO KARAN,Non disponible,47.75Z,03,PME,A,"1 RUE DE LA NOE, 44300 NANTES"
HOGO BUSINESS SERVICES,822653143,2016-09-16,HOGO BUSINESS SERVICES,Non disponible,71.12B,02,PME,A,"90 RUE DE FOUGERES, 35700 RENNES"
HOJI VENTURES,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
