Nom,Lien,Description,Catégories,Website,LinkedIn,Adresse,Logo
Thales DIS France SAS,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00003pRZRAQA4,"Thales, a global leader in advanced technologies, drives innovation in IoT connectivity and security, through eSIM for IoT. Our dedicated solutions are designed to address the unique challenges of the IoT landscape, providing top-notch connectivity for massive deployments and a steadfast defense against cyber threats.","5G Technologies, Cybersecurity, IoT/Sensors, Smart Cities, Vehicle Tech and Advanced Mobility",https://www.thalesgroup.com/en/markets/digital-identity-and-security/mobile,https://twitter.com/thalesgroup,"6 rue de la Verrerie CS 20001 Meudon, 92197
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/0014V00003pRZRAQA4.jpg
TheyeQ,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000gRIlRIAW,"TheEye System is designed to identify defects within the production line with its flexible AI driven system. It is coded and trained to visualise, verify, and validate within <0.4 msec any defect on any product without an operator. The plug & play hardware also provide full traceability and real-time reporting.","Artificial Intelligence, Imaging, Robotics, Sourcing and Manufacturing, Startups",https://www.theyeq.com/,https://www.linkedin.com/company/theyeq/?viewAsMember=true,"1 Rue de Bonlieu ANNECY, - 74000
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000gRIlRIAW.png
Tikino,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000mtj5tIAA,"Tikino is a video projector tailored for children aged 3 to 10, coupled with a digital catalogue of premium playful and educational content. Gentle on the eyes, safe, and easy-to-use, Tikino projects high-resolution videos onto the wall or ceiling, featuring a pace of animation designed to engage children without overstimulating them.","Content and EntertaInment, Education Tech, Lifestyle",https://www.tikino.fr/,https://www.facebook.com/tikinofr/,"54 rue Lepic Paris, - 75018
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000mtj5tIAA.png
TOPORDER,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000gRHNyIAO,"A comprehensive business management platform equipped with data collection technology and predictive AI, Toporder is the most innovative and fastest POS system for merchants",,https://toporder.fr/,https://x.com/toporder,"1 Chemin Jean Marie Vianney LYON, - 69130
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000gRHNyIAO.png
Trackt00,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000gQfVhIAK,Non disponible,,https://trackt00.com/,Non disponible,"2 rue de Beaupeyras Clermont-Ferrand, - 63100
France",Non disponible
TwinWorks,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nYJ0oIAG,"TwinWorks is a deeptech company empowering industrial businesses in their digital transformation with innovative, user-friendly solutions. Our flagship product, StepWorks, is a web-app that automates the conversion of PDF and paper manuals into interactive 3D guides, enhancing task understanding and reducing errors.","Accessibility, AR/VR/XR, Artificial Intelligence, Sourcing and Manufacturing, Startups",https://twinworks.co/,https://www.linkedin.com/company/twinworks,"18 avenue du 14ème Régiment d'Infanterie Toulouse, - 31100
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nYJ0oIAG.png
Useful Innovation Mindset,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000gR9zEIAS,Useful Innovation Mindset is a low-tech IoT company that engineered a solution which adds extra features to existing landline phones and TV sets to enable people far removed from technology to make video calls and maintain social links. coucou visio _ Endowing technology with a social mission.,"Accessibility, Digital Health, Home Entertainment and Office Hardware, IoT/Sensors, Startups",https://www.coucouvisio.fr/,https://www.instagram.com/coucouvisio/,"11 rue champreal 0745034465 CHAMALIERES, Auve 63400
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000gR9zEIAS.png
Valeo,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00001zm94GQAQ,"Valeo is an automotive supplier and partner to automakers worldwide. As a tech company, we design innovative solutions for smart mobility.","AR/VR/XR, Artificial Intelligence, Smart Cities, Sustainability, Vehicle Tech and Advanced Mobility",https://www.valeo.com/fr/,https://twitter.com/Valeo_Group,"100 Rue de Courcelles Paris, 75017
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/0014V00001zm94GQAQ.png
VIDETICS,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00001gajlPQAQ,"Videtics is a French startup specialised in Intelligent Video Analytic software. Videtics' unleash the full potential of already existing video installation and makes connected building smarter, today's cities greener and industries SMEs safer. Videtics strives to provide tomorrow's innovations to today's infrastructures.","Artificial Intelligence, Smart Cities, Startups",https://www.videtics.com/en,https://www.linkedin.com/company/videtics/,"2000 route des Lucioles Les Algorithmes Thales A, Sophia-Antipolis, 06560
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/0014V00001gajlPQAQ.png
Virteem Companion,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nYEWmIAO,"Virteem Companion leverages AI to answer employee questions, streamline internal ticketing, and optimize IT & HR workflows. It centralizes documents and knowledge, providing fast, accurate responses. Easy to integrate, it reduces repetitive tasks, boosts efficiency, and empowers teams to focus on strategic goals.","Artificial Intelligence, Cloud Computing, Education Tech, Enterprise, Startups",https://www.virteem-companion.fr/,https://www.linkedin.com/company/virteem,"E-golf Park, 950 Av. Roumanille Bâtiment A, 950 Av. Roumanille Bâtiment A, Biot, - 06410
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nYEWmIAO.png
VKARD,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000mW9B9IAK,"VKARD transforms networking with its digital, connected business cards. Sleek, customizable, and eco-friendly, they streamline contact sharing while enhancing your brand image. We also offer professional email signatures linked to your profiles. Visit our stand to see it in action!","Accessories, Enterprise, Marketing and Advertising, Startups, Sustainability",https://vkard.io/,https://www.facebook.com/vkard.io,"24 rue Edouard Vaillant Levallois, - 92300
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000mW9B9IAK.png
VLC,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nBmZqIAK,Non disponible,,https://www.videolan.org/,Non disponible,"18 RUE CHARCOT Paris, FL 75013
France",Non disponible
WASHiN,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000PV1RHIA1,"At WASHiN from 2019, our team has revolutionized the connected laundry sector, implementing hundreds of installations across Europe. Our mission is to provide continuous innovation to meet the evolving needs of our customers. AI project and strategy are at the heart of WASHiN.","Artificial Intelligence, Robotics, Smart Cities, Startups, Sustainability",https://washin.fr/,https://www.linkedin.com/company/washinfree/,"12 Rue Saint-Denis MONTPELLIER, - 34000
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000PV1RHIA1.png
Web 3 Tokenization,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00003OujTLQAZ,"CES Village Web3 Tokenization FinTech W3T Mobile LOOV, MetaVerse, BlockChain, NFT, DAO, CBDC, DELUBAC, DELUPAY, CCE, CEEVO, Algo Alto, VeinTree, Quantum Delta NL, DAVENSI, TrashBoard, Objectify, ADL, Finance Innovation, MyGlobalVillage, StableCoin, Crypto, quantum safe, cybersecurity, AI, ML, Quantum Technologies, #CES2025web3TF","Blockchain, Cryptocurrency, Fintech, NFT, Quantum Computing",https://francecapital.ca/,https://twitter.com/Revgigi,"120 bd Voltaire Paris, -, 75011, 75011
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/0014V00003OujTLQAZ.jpg
WeMaintain,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00001Mt5fpQAB,"Operating in Europe and Asia, WeMaintain is leading the building operations transformation. Our mission is to put the best of people and technology at the heart of the built environment. What sets us apart from other players is our end-to-end real-time monitoring and predictive maintenance technology and our empowerment of field engineer.","IoT/Sensors, Smart Cities",https://wemaintain.com/,https://www.linkedin.com/company/wemaintain-com/,"8 Rue des Pirogues de Bercy Paris, 75012
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/0014V00001Mt5fpQAB.png
Wheere,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nXDogIAG,"Wheere is the best in class indoor geolocation solution. At Wheere, we've revolutionized indoor geolocation with an innovative, patented approach that goes beyond the limits of traditional systems. We offer an unrivalled solution for precise positioning, both inside and outside buildings.","IoT/Sensors, Smart Cities, Space Tech, Supply and Logistics",https://www.wheere.com/en/,https://www.linkedin.com/company/wheereloc/,"400 avenue Marcel Dassault Castelnau-le-lez, - 34170
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nXDogIAG.png
WIMO,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nXz6cIAC,"WIMO leverages AI to predict late order deliveries, enabling businesses to proactively address delays, optimize logistics, and reduce costs. Our AI-powered Order Control Towers provide real-time visibility and predictive insights, ensuring smarter decisions, improved efficiency, and higher customer satisfaction.","Artificial Intelligence, Blockchain, Retail/E-Commerce, Startups, Supply and Logistics",https://www.wimo.tech/,https://x.com/WIMO_tracking/,"87 rue de Fontenoy Euratechnologies Roubaix, - 59100
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nXz6cIAC.png
Wise integration,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=0013A00001eZKf7QAG,"Gazelle, a brand by Wise Integration, has developed a new generation of innovative chargers featuring it’s advanced technology. Wise-integration is a French fabless company founded in 2020, specializing in the advancement of power electronics through innovative GaN technology and digital control solutions.","Accessories, Education Tech, Energy/Power, Lifestyle, Startups",https://www.gazellecharger.com/,https://www.instagram.com/gazelle_charger,"87 rue Philemon Laugier Hyeres, - 83400
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/0013A00001eZKf7QAG.png
XMBAUBLE,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000gQwJYIA0,"XmBauble is developing a mobile application and B2B SaaS solution for the industry to fight the counterfeiting of luxury and valuable objects. The XMART application creates a non-invasive biometric ID card for a physical object, simply by scanning its surface.",,https://www.xmbauble.com/,https://x.com/xmbauble,"47 Boulevard du 11 novembre 1918 VILLEURBANNE, - 69100
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000gQwJYIA0.png
YellowScan,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp000002ZXmNIAW,"At YellowScan we design, develop, and build our UAV LiDAR solutions to exceed the expectations of professionals that require performance, robustness, and accuracy. Our complete hardware and software solutions are easy to use data collection tools coming with an unparalleled level of training and support from our experts.","Cloud Computing, Drones, IoT/Sensors, Smart Cities",https://www.yellowscan.com/,https://twitter.com/yellowscan,"525 avenue Saint Sauveur du Pin Saint-Clément-de-Rivière, Occi 34980
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp000002ZXmNIAW.png
