name,description,website,city,development_level,looking_for,fundraising,link,Logo,Field_1,Field_2,Field_3
WESHAKE,"WESHAKE - Prix de l’Innovation France Fintech. Bien plus qu'un traditionnel service de paiement, WESHAKE est une plateforme de gestion d’entreprise unique en son genre qui sécurise et bonifie les relations entre clients/fournisseurs/sous-traitants, tout en surveillant les risques de dépendance économique. Avec son système de paiement intégré vous pourrez facturer instantanément, simplifier les flux les plus complexes en configurant et automatisant vos paiements pour compte de tiers (avec ou sans split) mais aussi gérer parfaitement tous vos débours grâce à la disruptive Carte WESHAKE.",https://weshake.io/,PARIS,,"TALENTS, FUNDING",,https://vivatechnology.com/partners/weshake,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/c38d0ab8-d75b-4f22-b244-2d50fe3e8bf31,"Fintech, Insurance & Legal",Mobility & Smart City,Retail & E-commerce
WHAT THE FISH,"What the Fish an AI app developped by NGware - using a cutting-edge AI recognition technology which has been celebrated by tech experts and jurys, while also being recognized a promising regional innovation from the council of region South-East France. Developped in-house by French startup Ngware specialized in mobile, web, and AI technologies, it is one proof-of-concept of the startup's skillset and also its environmental commitment. Users can scan species via their smartphone camera lens or upload media from their camera roll and discover the name of a species: the AI recognizes Mediteranean fish instantly. With a native AI model, we created a state-of-the-art robot that can be used in many different contexts. Whether you are a business, local council, environmentalist, NGO, or government, and you have an environmental project, we can join forces. Other type of company with an AI need? Consult us for your project!",https://wtfish.fr/,PARIS,GOING TO MARKET,"FUNDING, TALENTS",,https://vivatechnology.com/partners/what-the-fish,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/9c22f396-7b51-4a99-987d-38e2a8c478441,Artificial Intelligence,B2B Services,Climate Tech
WIGO,"Introducing Wigo, your ultimate everyday carpooling solution! Wigo isn't just about carpooling – it's about crafting a vision: one where mobility is seamlessly multimodal, and Wigo stands at the helm by aggregating an array of responsible transportation solutions. We're already making waves across two territories with public and corporate car-sharing, micro-mobility options, charging station supervision, and now, carpooling! Picture this: a world where your daily commute isn't just a journey but an adventure, seamlessly connecting you to a variety of sustainable transportation options. With Wigo, the possibilities are endless, the convenience unparalleled, and the impact undeniable. Join us in revolutionising the way we move, one ride at a time. Choose Wigo – because every journey deserves a greener, smarter, and more connected future.",https://www.wigo.nc/,PAPEETE,,,,https://vivatechnology.com/partners/wigo,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/94161839-c139-408d-ab23-18d9a5fc562d1,B2B Services,GovTech & Public Sector,Mobility & Smart City
WIIDETECT,"Wiidetect is an artificial intelligence company dedicated to making industrial manufacturing processes more circular and cost-effective by optimizing material reuse and quality control. In close collaboration with our clients, we develops solutions integrated into production chains to reduce waste and costs through AI and intelligent material reuse & quality control. Our strengths lies in its ability to design tailored solutions, customized to the specific needs of each client. Wiidetect's advanced algorithms learn, analyze, and control with precision, improving quality control and minimizing waste overproduction. We ensure an immediate financial and environmental return on investment for our industrial partners, promoting a profitable circular economy for all. As a member of the French Tech, Wiidetect has built research partnerships with laboratories and is currently raising funds to accelerate its development and attract talent.",https://vivatechnology.com/partners/www.wiidetect.fr,TOULOUSE,,"FUNDING, TALENTS",,https://vivatechnology.com/partners/wiidetect,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/4bed118e-c93f-4c0b-a32d-e041b6eab15a1,Artificial Intelligence,Energy,"Industry, Logistics & Supply Chain"
WILCO - Unleashing Ambition,"Challenge, Disrupt, Transform. WILCO empowers both women & men by turning their innovative projects into reality in 3 areas : Industry, Healthcare, Digital. - STARTUPS : Accelerating early-stage Tech startups to reach their firmillion in turnover within 3 years, and supporting early-stage Deeptech startups in achieving key milestones to frame their project and secure funding. - MID CAPS & CORPORATE : WILCO supports Midcaps & Corporate teams by engaging their teams to adopt a proactive approach to innovation and launching new business ideas through open innovation. - INTERNATIONAL : WILCO is alongside world-wide foreign countries to strengthen their entrepreneurial dynamics. WILCO builds custom programs aiming to support ambitious early-stage foreign startups to expand their business by introducing them to the French and European market. With its sector-specific expertise and a unique proven KPI-driven approach through +1500 projects, WILCO team supports you to scale your business.",https://www.wilco-ambitions.com/en,,,,,https://vivatechnology.com/partners/wilco-unleashing-ambition,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/aefee31e-5e0f-4ddb-80c2-1c3816eb992b1,DeepTech,HR & Future of Work,Healthcare & Wellness
WINTICS,"Wintics transforms ordinary cameras into monitoring tools to support bold initiatives for creating safer, more sustainable, and livable cities and infrastructures. As a result, Wintics offers effective solutions to all urban stakeholders involved in building attractive and pleasant living spaces. Its product Cityvision is a video analysis software that covers : - FLOW MANAGEMENT - PUBLIC SPACES SAFETY - OPERATIONS MONITORING - URBAN CLEANLINESS Cityvision is a powerful monitoring tool to improve your efficiency. Thanks to its many features, Cityvision software helps urban stakeholders from their daily management to their flagship projects.",https://wintics.com/en/cityvision/,PARIS,,,,https://vivatechnology.com/partners/wintics,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/3d9a747e-d9c3-4983-b97f-942bd1ab5dc71,Artificial Intelligence,Mobility & Smart City,
WIZY.IO,"WizyVision is a French SaaS company. WizyVision has build a powerful digital platform to empower Frontline Workers with a revolutionary User Interface based on Smartphone, photos, voice and AI, lots of AI. Companies can build a custom WizyVision App in one hour. WizyVision will become ""Your Eyes on the Frontline"". Frontline Workers love WizyVision because it's easy to use without training, without the need to input data with a Keyboard and save them time on paperwork so they can focus more time on their real job. Among the most frequently built applications: - Tracability of physical assets - Management of anomalies - Visual inspections - Field interventions, proof of work done 100% of WizyVision functionalities are accessible by API, allowing clients to exchange data with existing applications like Salesforce or SAP. WizyVision has customers in Europe, LATAM and APAC. Our current focus is on Retail, Transport & Logistics, Industry and Construction.",https://wizyvision.com/fr,PARIS,,,700 000€,https://vivatechnology.com/partners/wizyio,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d57a6801-9250-4b38-aee1-21843c0e29031,"Industry, Logistics & Supply Chain","Luxury, Fashion & Cosmetics",Retail & E-commerce
WP connect,"WP connect’s suite of plugins and add-ons facilitates seamless integration between forms plugins such as Gravity Forms and WPForms with No Code data management tools like Airtable and Notion, along with email marketing solutions like Brevo (formerly Sendinblue) and SendGrid. The groundbreaking “Air WP Sync – Airtable To WordPress” plugin allows to leverage the No Code database tool, Airtable, as an external database. It simplifies data import, synchronization, and display within WordPress. Additionally, the “Notion WP Sync – Notion To WordPress” plugin offers unique features for managing and displaying Notion content on WordPress. Building upon our legacy of our innovative solutions like Air WP Sync and Notion WP Sync, WP connect is evolving to offer a powerful tool for e-commerce. Our latest plugin, ""Air Woo Sync – WooCommerce for Airtable"", takes this evolution to the next level by integrating WooCommerce with the No Code tool Airtable.",https://wpconnect.co/,NANTES,,"TALENTS, FUNDING",,https://vivatechnology.com/partners/wp-connect,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/8c600d51-e9eb-4293-947a-7aa9873c486b1,Data Management & CRM,Marketing & Advertising,Retail & E-commerce
WURE,,https://wurecosmetics.com/,RUEIL-MALMAISON,GOING TO MARKET,,,https://vivatechnology.com/partners/wure,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/48e25aec-b3ac-4ca7-a2f7-248b49d3883c1,Artificial Intelligence,"Luxury, Fashion & Cosmetics",Marketing & Advertising
WUSA Smart Inc.,"Boxing Trainer utilizes advanced sensing technology and artificial intelligence, it is composed by smart target with built-in sensors, which is operated through mobile APP. Various trainings can be carried out on the APP, including free fight, punching challenge and video teaching. It records and tracks your exercise performance with scientific data. The featured APP offering 3 major functions: Free Fight, Punch Challenge and Video Training. Each section records your performances in terms of punching force as well number of punches in certain period of time (average cadence). The data can be used for training analysis. No matter in speed training, strength training, reaction training, etc., Boxing Trainer will record and track your sports performance with scientific data. It helps you effectively by increasing the power and speed of your strikes while improving reflexes and precision. It is not only suitable for professional boxers, but also suitable for boxing enthusiasts and novices.",https://vivatechnology.com/partners/www.wusasmart.com,TAIPEI,,"TALENTS, FUNDING",,https://vivatechnology.com/partners/wusa-smart-inc,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/829b2ffd-3ba8-40e9-87eb-37ede345d40f1,Gaming & esports,Healthcare & Wellness,Sports
Wakatoon,,https://www.wakatoon.com/,PARIS,,,,https://vivatechnology.com/partners/wakatoon,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/73ff50ea-1bb5-4639-8f13-8f6753649a0f1,Artificial Intelligence,Entertainment & Creators Economy,Marketing & Advertising
Walk,"Walk matches parents who need care, even instantly, with experienced sitters, on demand. We only select qualified babysitters, people who have several years of experience with children. At the end of the babysitting session, you can go home with empty pockets; you just need to click a button to pay for the service. Don't forget to leave your feedback, and surprise, with Walk, your child can give their feedback too, by clicking on an emoji associated with the color of emotions.",https://www.walkapp.fr/,ROUEN,,,,https://vivatechnology.com/partners/walk,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/516e4db3-5edf-4233-aeb9-833b8b2126fb1,Artificial Intelligence,HR & Future of Work,Healthcare & Wellness
WaltR,,,,,,,https://vivatechnology.com/partners/waltr,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/12d408b3-dd2b-4ad8-8a4a-84de3f03904f1,,,
Waspito,"Community driven platform for telehealth and insurance distribution services. Connecting patients to doctors, labs and pharmacies to deliver health without a step via a mobile application. Present in Cameroon and Cote d'Ivoire with entry into Senegal and Gabon in the works.",https://www.waspito.com/,DOUALA,,,5 000 000€,https://vivatechnology.com/partners/waspito,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/3bd2f442-0ea0-46f0-8278-f7be08f4d34c1,Artificial Intelligence,B2B Services,Healthcare & Wellness
WasteAnt GmbH,"The challenges that waste-to-energy plants face every day are diverse and require innovative solutions. There is no automatic system that can analyze high-volume material flows in real time for characteristics and ingredients. Hidden impurities can lead to drop chute blockages, and a lack of homogenization can lead to calorific value anomalies. WasteAnt offers sensor-based, AI-powered quality analysis for large-volume, unstructured waste streams. This creates a completely new level of transparency over waste streams, enabling waste management companies to make proactive decisions about waste treatment. By using various types of sensors in combination with system and ERP data, impurities can be identified, waste classification codes can be validated, characteristics such as homogeneity, chunkiness, dustiness and temperature can be evaluated, or calorific value and emission estimates can be created.",https://wasteant.com/,BREMEN,,"FUNDING, TALENTS",,https://vivatechnology.com/partners/wasteant-gmbh,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/3ae42dad-3633-426b-9589-a0274e68c4151,Artificial Intelligence,DeepTech,Energy
Wastetide,Our AI will cut the costs and carbon footprint of your waste by 30%.,https://vivatechnology.com/partners/www.wastetide.ai,PARIS,,,200 000€,https://vivatechnology.com/partners/wastetide,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/9ff0093f-18f4-4df6-9a9a-88d7e3276dc41,Artificial Intelligence,B2B Services,Climate Tech
Water Challenge SL,"Water Challenge is a company with a patented technology in the contaminated fluid treatment that obtains, two by products: purified water and commercialized dry/crystallized solids. It defines this technology as disruptive: Zero Pollution, Zero Liquid Discharge (ZLD), with a physical process, without chemicals or consumables, using renewable energy. It fully complies with the U.N. Sustainable Goals and all the European environmental challenges such as the Green Deal and the Blue Economy: in a sustainable way, fulfilling the circular economy objectives and preserving aquatic ecosystems.",https://www.waterchallenge.eu/,MADRID,,,"1,6M€€",https://vivatechnology.com/partners/water-challenge-sl,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/1fd1f5d1-28e4-439b-ab8a-72d46ef8bb721,B2B Services,Climate Tech,Energy
WaterSec (by Istidama),"WaterSec leverages IoT and AI to deliver advanced water management solutions to industries and buildings. Our systems enable real-time monitoring of water usage, early leak detection, and data-driven recommendations, helping clients optimize water consumption, reduce waste, and enhance sustainability. This supports businesses in achieving sustainability goals while improving operational efficiency.",https://www.water-sec.com/en,MANAR I,GOING TO MARKET,,,https://vivatechnology.com/partners/watersec-by-istidama,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/695d3ffb-08e8-43df-8cee-9797c67678961,Artificial Intelligence,Growth & Investment,Mobility & Smart City
Waveful,"Waveful is the gamified social platform that allows users to connect with their communities by sharing entertaining content. With over 180,000 registered users, Waveful is growing exponentially in Latin American countries. For advertising teams targeting Italy or Latin America, Waveful offers excellent promotional opportunities for running traffic campaigns. Our users typically spend 51 minutes daily on our platform, giving you a perfect opportunity for your ads. If you manage a large community and are exploring new revenue options, Waveful offers revenue-sharing partnerships. Bring your community to Waveful and benefit from our monetization capabilities.",https://waveful.app/,MILAN,,,180 000€,https://vivatechnology.com/partners/waveful,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/619673d8-66d2-41b2-98ec-1e1d6cc39af11,Artificial Intelligence,Cloud & Infrastructure,Entertainment & Creators Economy
Wavelength Learning,"Established in 1995, Wavelength Learning is an award-winning learning design agency that creates bespoke and immersive learning experiences for some of the world's largest organizations across the UK, Europe, Australia, New Zealand, and the Pacific. Our team of learning designers and digital designers use a custom human-centred design approach and leading-edge tools to craft impactful and unforgettable learning experiences. From branching video experiences and e-learning modules to gamified virtual and augmented reality experiences, Wavelength uses game-changing tech to engage learners and enhance business performance. Our learning design approach is world-class, as evidenced by the year-on-year achievement of awards and industry recognition from leading award bodies such as Learning Technologies in the UK, Brandon Hall in the USA, and LearnX in Australia.",https://vivatechnology.com/partners/wavelengthlearning.com,AUCKLAND,STABLE BUSINESS,,,https://vivatechnology.com/partners/wavelength-learning,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/87f7a84d-b09c-45f1-8fed-f8b977db4f251,B2B Services,Education,HR & Future of Work
We Spot Turtles!,"Contribute to the protection of sea turtles! We Spot Turtles! is a citizen science project aimed at protecting sea turtles. With our mobile application, you can contribute to the collection of data on sea turtles and help in their conservation efforts. Empowering conservation efforts through technology At We Spot Turtles!, our mission is to protect sea turtles through innovative technology. By utilizing advanced tools like Machine Learning and geolocation, we streamline monitoring and research efforts. Through crowd-sourced data, we identify conservation priorities and implement targeted initiatives. Join us in our commitment to safeguard sea turtles and preserve our marine ecosystems.",https://www.wespotturtles.org/,NANTES,,,,https://vivatechnology.com/partners/we-spot-turtles,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/7934f710-07c8-4288-9630-3c12ef9d5f661,Artificial Intelligence,Cybersecurity,
WeChooz,,https://vivatechnology.com/partners/www.wechooz.fr,PARIS,,,,https://vivatechnology.com/partners/wechooz,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/4d4d212e-d770-4299-a80b-7471d49636b11,B2B Services,"Fintech, Insurance & Legal",HR & Future of Work
WeMaintain,"WeMaintain is a scale-up with 250 employees in Europe and Asia. Our mission is to put the best of people and technology at the heart of the built environment. We've platformized building operations with an end-to-end approach that combines field expertise, data, software, and IoT. We ensure lifts, escalators, fire & safety, and doors perform as they should and consume less energy with our real-time monitoring and predictive maintenance. We are B Corp certified.",https://vivatechnology.com/partners/www.wemaintain.com,PARIS,,,,https://vivatechnology.com/partners/wemaintain,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/06db0c22-c192-42c8-ada0-fdbea6f2a6541,B2B Services,Mobility & Smart City,
WeRoad,"WeRoad is a direct-to-consumer travel tech company that organizes group tours for like-minded people of similar ages eager to discover the world through the eyes of locals, while making new friends along the way. WeRoad has been reinventing group travel for millennials since 2017 and is one of the fastest growing travel platforms in Europe, with offices in Italy, Spain, the UK, France and Germany. It has a strong community DNA with a large social following (over 2.5 million followers). With the strength of its 2,500+ Coordinators, WeRoad has helped over 100,000 travellers to discover the world and make new friends in more than 300 itineraries. Around 60% of its customers rebook year-on-year and a third of its bookings is the result of word of mouth. Headquartered in Milan, Italy, WeRoad has over 150 full time employees. In December 2022, WeRoad was recognised by world leading brand consultancy, Interbrand, as one of 15 of the most competitive Italian brands of the next generation.",https://vivatechnology.com/partners/www.weroad.com,MILAN,,,36 M€,https://vivatechnology.com/partners/weroad,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/e1882275-2eb0-4eb6-9ba2-7f725e6251141,Entertainment & Creators Economy,Growth & Investment,Retail & E-commerce
WeWard,"WeWard is a free mobile app that already motivates over 20 million people to walk daily. Our system is based on a fun and innovative reward and challenge scheme. The more you walk, the more you earn Wards, our digital currency, which can be exchanged for offers, donations to charities, or euros. Through our app, we directly combat sedentary lifestyles and have a real impact on our users' health: on average, they increase their walking time by 24% when they start using WeWard. Additionally, by promoting walking as a preferred mode of transportation, we have saved over 600,000 tons of CO2 (equivalent to 600,000 round trips between Paris and New York by plane).",https://www.wewardapp.com/,PARIS,GROWTH & SCALE,,,https://vivatechnology.com/partners/weward,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/1e10ef98-f890-4317-93cb-f62b3829d94b1,Climate Tech,GovTech & Public Sector,Healthcare & Wellness
Wearify,,https://vivatechnology.com/partners/wearify.ai,YEREVAN,GOING TO MARKET,"FUNDING, TALENTS",,https://vivatechnology.com/partners/wearify,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/e7bdd571-154b-4c19-bccc-fe9d3e28eafe1,Artificial Intelligence,"Luxury, Fashion & Cosmetics",Retail & E-commerce
WeatherMind,"Climate change is bringing new operational challenges to property insurers with rising volumes of claims, concentrated in short timeframes (peak effects) and highly heterogeneous. WeatherMind AI enables insurers to automatically scan all incoming climate claims. Depending on the severity, we then either process them end-to-end (up to 70% of total volumes) or we prioritize human intervention to avoid loss aggravation. By doing so, insurers can improve their operational efficiency, leading to: + A streamlined claims’ processing: -50% on loss adjustment costs and less follow-up calls per claim. + A contained loss / leakage: 90% of opportunistic / bogus claims detected without further investigation. + An enhanced customer satisfaction: 30x shorter cycle time and detailed pay-out decisions. Our initial focus is drought-induced damages but we plan to quickly expand to other perils: hail, storm, flood, …",https://www.weathermind.ai/,PARIS,,,,https://vivatechnology.com/partners/weathermind,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/ed1835f6-b997-47cb-a344-8a9e49172d321,Artificial Intelligence,Climate Tech,"Fintech, Insurance & Legal"
WebCapsule,"The orchestration Plateform for LowCode applications in companies. Scalable infrastructure, Visual CI/CD, governance and customization to ensure application sustainability at scale on your own cloud.",https://www.webcapsule.io/,PARIS,,,,https://vivatechnology.com/partners/webcapsule,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d01ce01d-c282-4689-a0f4-bb7d537c464b1,B2B Services,Cloud & Infrastructure,GovTech & Public Sector
Weenav,"Weenav offers custom propulsion solutions for boats that are fully electric or hybrid, delivering power ranging from 50 to 1000 horsepower for inboard motors, and from 80 to 200 horsepower for outboard motors. Our products are specifically designed to meet the demands of both maritime and inland waters, including lakes and rivers, while strictly adhering to current standards and certifications. We are proud to be developing a high-power, 100% electric outboard motor, a pioneering innovation that will be a first in France. Our mission is to transform mobility on inland waters (lakes and rivers) and maritime environments, ranging from small motor boats of 8 meters to vessels transporting passengers or goods, aiming for a complete decarbonization of professional activities on these waters. Additionally, our application, connected to the boat, allows real-time monitoring of boat information and also enables remote interaction with the vessel, enhancing operational efficiency and safety.",https://www.weenav.com/,BONDUES,,,380 000€,https://vivatechnology.com/partners/weenav,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d97a21c9-87e6-4017-9796-e003ed9baf651,Energy,Mobility & Smart City,Space & Aeronautics
Weezevent,"Founded in 2008 by Pierre-Henri Deballon and Sébastien Tonglet, Weezevent provides ticketing, cashless and access control solutions to events of all sizes, including trade shows, concerts, festivals, conferences, sporting activities and more. Since its inception, the company has been profitable and has grown steadily, winning prestigious awards such as the Fast 500 EMEA, which crowns the company with the most robust growth over the past five years (an award previously won by Criteo). Today, the firm generates €800M in business volume, employs 150 people, has its own HQ in Paris and operates in over 30 countries with international offices in London, Montreal, Madrid, Lausanne, and Antwerp.",https://weezevent.com/fr/,CLICHY,,,,https://vivatechnology.com/partners/weezevent,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/4c538575-db1f-4529-9aa4-c834485c04611,B2B Services,Entertainment & Creators Economy,Sports
Welcome Account,"Thanks to our B2B2C SaaS solution, companies can order easily the opening of a current account with a Visa card for their employees. The end costumer can manage his or her account troughs a multilingual mobile app. Our personal GenAI agent helps our customers to improve their financial and administrative life in their new host country. We offer other essential products for our users: personal micro-credit, insurance, international transfer, phone and SIM card. Welcome Account was created by Rooh Savar, an Iranian entrepreneur specialized in the immigration sector, Caroline Span, a former manager of a major player in digital inclusion in France, and Hamze Ghalebi, an IT engineer from Télécom Paris who is himself a political refugee. We're supported by major players in the finance and tech ecosystem such as Visa, Microsoft, the UN and Okali (Crédit Agricole's subsidiary). Welcome Account is not just another neobank, but a life partner for all newcomers in France and Europe.",https://welcomeaccount.com/,PARIS,,,800 000€,https://vivatechnology.com/partners/welcome-account,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/3e9d1f9f-16a6-44b0-8555-5687ed4657351,B2B Services,Diversity & Inclusion,"Fintech, Insurance & Legal"
Welinq,"Welinq est une société de réseautage quantique pionnière qui développe et commercialise des liens quantiques basés sur des mémoires quantiques d'atomes neutres refroidies au laser pour interconnecter les ordinateurs quantiques afin d'augmenter considérablement leur puissance de calcul et d'assurer leur déploiement dans des clusters dans les locaux des clients. Welinq est une spin-out de l'Université Sorbonne, du CNRS et de l'Université PSL, fondée en 2022 par Tom Darras, le professeur Julien Laurat, le Dr. Eleni Diamanti et Jean Lautier-Gaud. Pour en savoir plus sur Welinq, visitez www.welinq.eu.",https://www.welinq.eu/,PARIS,GOING TO MARKET,"TALENTS, FUNDING",,https://vivatechnology.com/partners/welinq,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/4eaccd6e-517b-43bc-b901-99380a45fafa1,Growth & Investment,"Industry, Logistics & Supply Chain",
Well-being & Sports Park sponsored by Axa,"The Well-being & Sports Park, sponsored by Axa, highlights the convergence of technology with sports and wellness. Discover innovations optimizing athlete performance, enhancing training methods, and extending human potential. Experience the future of sports and health tech.",https://vivatechnology.com/partners/www.vivatechnology.com,,,,,https://vivatechnology.com/partners/well-being-sports-park-sponsored-by-axa,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/aa376a8e-b1eb-4527-891e-bee97f2d8b351,Healthcare & Wellness,Robotics,Sports
Wemap,"Wemap, the pioneering French tech solution for nearly a decade, offers interactive maps and navigation systems for indoor/outdoor spaces using vision engine. A leader in the field, it’s used by SNCF, Paris Convention and Visitors Bureau, Air France, and others, with over 500 million views across 150+ clients. This growing adoption testifies to the effectiveness and relevance of our platform in the many industries : travel, mobility, retail, events, sport, culture, and local authorities.",https://www.getwemap.com/,MONTPELLIER,,,,https://vivatechnology.com/partners/wemap,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/bf5d16aa-10f6-4bc9-b74a-25db1555d3731,GovTech & Public Sector,Mobility & Smart City,Sports
Wequity,"Wequity is a Belgian company founded in 2021, and that has raised nearly €2M. Wequity uses AI to automate the filling of questionnaires sent by clients/rating agencies/certifications/investors. Our software uses our clients' internal documents (i.e. drive, website, reports, PDF, excel, etc.) and fills in the questionnaire fields, while adding reasoning and sources. So far on average we have reduced the time taken to complete questionnaires at least by 70%. We have clients in a variety of sectors across Europe.",https://wequity.app/,BRUSSELS,GROWTH & SCALE,"TALENTS, FUNDING",,https://vivatechnology.com/partners/wequity,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/7bc7a258-026d-4504-b265-d2bf80cdb0b81,Artificial Intelligence,B2B Services,Climate Tech
Wetri,"Wetri est le nouveau système de valorisation des produits usagés pour les particuliers. Grâce à l’application mobile Wetri, les consommateurs peuvent désormais valoriser facilement leurs produits usagés, aussi bien écologiquement que financièrement. Avec une trentaine de catégories de produits déjà disponibles, l’appli présente un large panel de solutions à ses utilisateurs, invités à déposer chaque produit spécifique dans les magasins collecteurs référencés à proximité. En enregistrant leurs actions de tri sur l’application, les consommateurs sont alors récompensés pour chaque produit valorisé, via un système de points convertibles en argent, bons cadeaux ou dons associatifs. Massifiés en points de vente, ces gisements de produits peuvent alors être réparés, réemployés ou recyclés efficacement. Grâce à ce nouveau système ludique et gratifiant, Wetri démocratise l’économie circulaire et la rend gagnante pour les consommateurs et pour les enseignes engagées à nos côtés !",https://vivatechnology.com/partners/www.wetri.eu,LILLE,GROWTH & SCALE,"FUNDING, TALENTS",,https://vivatechnology.com/partners/wetri,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d1138895-e4ab-48cf-ad22-3c67b734f2b21,Climate Tech,Marketing & Advertising,Retail & E-commerce
Wever,"Avec la solution de mobilité participative wever, chacun peut aider son employeur, sa ville ou son opérateur de transport à améliorer les services de mobilité pour les rendre plus responsables et plus efficaces. La solution collecte les besoins de chacun puis propose grâce à une IA comportementale, des solutions de mobilité adaptées en prenant en compte les spécificités de chaque territoire.",https://vivatechnology.com/partners/www.wever.fr,VALBONNE,GROWTH & SCALE,,,https://vivatechnology.com/partners/wever,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/081f2318-3ec7-4dc9-b8de-27426b8da3ae1,Mobility & Smart City,,
Whiffle,Whiffle provides solutions using its detailed weather model for renewable energy development and trading: 1. Wind resource modelling 2. Energy yield modelling 3. Weather forecasting 4. Power forecasting,https://vivatechnology.com/partners/www.whiffle.nl,DELFT,GROWTH & SCALE,,,https://vivatechnology.com/partners/whiffle,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/a46640e4-a1c5-4f6f-b564-d7a0d9d1e59d1,Energy,,
WhiteLab Genomics,"WhiteLab Genomics is a startup founded in 2019, based in Paris and Boston and leveraging Artificial Intelligence to accelerate and mitigate risks in early-stage R&D within the field of genomic medicine. We’re using biological data guided rational approaches to improve these cell and gene therapies, DNA or RNA-based, addressing both viral and non-viral delivery. We are engaged in partnerships with renowned academic institutions (INSERM, ICM, Institut de la Vision, Genethon), as well as biotech and pharmaceutical companies (Sanofi, SIREN Biotechnology). Our tools and approaches are aimed to address critical challenges in the biopharma industry through accelerating target discovery, vector (either viral and non-viral) and payload design, and bioproduction. By bringing together the power of computer sciences and biology, we help our customers develop more genomic medicines, faster, in leaner ways and make those revolutionary drugs more accessible, affordable, and safer to patients.",https://whitelabgx.com/,PARIS,,,10€,https://vivatechnology.com/partners/whitelab-genomics,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/822b91bd-c6b9-4070-90e9-cd0a75b4a8401,Artificial Intelligence,DeepTech,Healthcare & Wellness
